,2021-12-30,今年以来612家公司违规受罚 近两成个股已被风险警示,大众证券报
857,2020-08-19,【国金晨讯】上调中国飞鹤、汇川技术盈利预测，持续推荐美诺华,国金证券研究所
858,2020-08-19,开源晨会0819丨通信主设备产业壁垒凸显；精达转债申购价值分析；公牛集团、西山煤电、中科曙光、爱婴室等,开源证券研究所
859,2020-08-19,公牛集团(603195)：夯实产品与渠道优势 Q2营收改善,新浪
860,2020-08-19,公牛集团(603195)2020年中报点评：业绩快速修复 产品、渠道与生产优化共筑强大护城河,新浪
861,2020-08-19,"招商家电｜公牛集团 603195-二季度快速恢复,长期增长基础夯实",招商家电研究
862,2020-08-18,“插座一哥”不行了？公牛净利下滑24％，曾豪气分红22亿 盈利能力下降,搜狐
863,2020-08-18,公牛集团半年报：增长遇阻 资金闲置,新浪
864,2020-08-18,公牛集团(603195)：Q2环比改善明显 修炼内功等待腾飞,新浪
865,2020-08-18,公牛集团||Q2业绩环比改善，看好扩品类、工程渠道双轮驱动,吕明可选消费研究
866,2020-08-18,公牛集团(603195)：20H1业绩超预期 产品渠道优势不断夯实,新浪
867,2020-08-18,公牛集团(603195)：复苏途中 坚守远路,新浪
868,2020-08-18,【面包财报】公牛集团：2020年上半年营业总收入41.09亿元，归母净利润8.04亿元,面包财经
869,2020-08-18,【财报智读】公牛集团：2020年上半年营业总收入41.09亿元，归母净利润8.04亿元,面包财经
870,2020-08-18,公牛集团经营现金流下滑23%，铜价大涨或引发成本上升,第一财经
871,2020-08-18,47股获机构买入型评级 公牛集团关注度最高,证券时报网
872,2020-08-18,公牛集团(603195)：疫情后再扬帆 龙头致远,新浪
873,2020-08-18,公牛集团(603195)：二季度收入、利润环比回暖 产品、渠道布局拓展加速,新浪
874,2020-08-18,公牛集团(603195)：业绩承压 品类创新&渠道拓展强化竞争力,新浪
875,2020-08-18,公牛集团上半年营收与净利润双双下滑 分别下降17.35%与24.62% 盈利能力下降,资本邦
876,2020-08-18,公牛集团上半年业绩下滑，Q2营收和净利润已较快恢复,LED在线
877,2020-08-18,公牛集团(603195)：二季度业绩环比改善 民用电工巨头砥砺前行,新浪
878,2020-08-17,晚间重要公告2020年8月17日星期一,Wind
879,2020-08-17,公牛集团2020年上半年营收净利双下滑 盈利能力下降,北京商报
880,2020-08-17,下滑！公牛集团：2020年半年度净利润约8.04亿元，同比下降24.62% 盈利能力下降,每日经济新闻
881,2020-08-17,公牛集团：上半年净利同比下降24.62% 盈利能力下降,e公司
882,2020-08-17,公牛集团：上半年净利润同比减少24.62%,Wind
883,2020-08-17,公牛集团(603195.SH)半年度净利润降24.62%至8.04亿元 盈利能力下降,格隆汇
884,2020-08-16,家电周观点||精装、竣工回暖趋势不改，看好地产后周期板块,吕明可选消费研究
885,2020-08-16,轻工制造行业投资周报：7月内需恢复符合预期 家居出口持续向好,新浪
886,2020-08-14,公牛集团股份有限公司关于使用,证券时报
887,2020-08-09,家电周观点||继续看好扫地机及厨房小家电，新增推荐格力电器,吕明可选消费研究
888,2020-08-09,电新行业周报：光伏有望迎抢装潮 欧洲新能源汽车销量将快速增长,新浪
889,2020-08-02,家电周观点||8月空调排产回暖，看好扫地机及白电龙头反弹,吕明可选消费研究
890,2020-08-01,百强县A股公司排行榜出炉！江阴市蝉联榜首,金融界
891,2020-07-30,公牛集团(603195.SH)：2020年特别人才持股计划累计买入6.07万股,格隆汇
892,2020-07-27,"招商家电 | 公牛集团 603195 - 民用电工领导者:抱朴守拙,行稳致远",招商家电研究
893,2020-07-26,【华创轻工】轻工制造行业跟踪报告：Q2基金持仓轻工制造占比再提升，建议关注景气度提升的造纸和家居细分行业,风轻龙跃
894,2020-07-26,家电行业动态分析：Q2基金重仓家电比例基本持平 个股持仓分化,新浪
895,2020-07-23,福布斯2020中国慈善榜发布 公牛集团董事长阮立平上榜,乐居财经
896,2020-07-21,家电周观点||继续看好扫地机及厨房小家电，新增推荐九阳股份,吕明可选消费研究
897,2020-07-21,轻工行业2020年中期投资策略：聚焦造纸和家居 把握消费成长确定性,新浪
898,2020-07-19,家电周观点||6月社零数据继续好转，布局业绩高确定性小家电,吕明可选消费研究
899,2020-07-16,最牛新股闪崩跌停！这家机构仍然暴赚：三年53倍浮盈88亿,中国基金报
900,2020-07-15,公牛集团(603195.SH)：签署2020年特别人才持股计划资产管理合同,格隆汇
901,2020-07-15,深度*行业*轻工行业2020年中期策略：凭景气改善和竞争优势 把握确定性成长机会,新浪
902,2020-07-10,公牛集团现1笔大宗交易 共成交502.11万元,新浪
903,2020-07-10,公牛集团今日大宗交易成交3万股，成交价167.37元溢价0.0%,Wind
904,2020-07-08,行业高景气中签赚10万！这些新股你中了几个？,Wind
905,2020-07-06,家用电器业绩前瞻：走出低谷 环比大幅改善,新浪
906,2020-07-05,轻工制造行业周报：轻工行业中报前瞻出炉 预计各细分行业环比改善明显 持续提示家居行业投资机会,新浪
907,2020-07-05,家用电器行业周报：空调新国标正式落地 看好白电龙头企业复苏-行业周报,新浪
908,2020-07-03,聚焦轻工中报前瞻：预计各细分板块业绩增速均较Q1有所回暖 提示关注家居行业H2复苏,新浪
909,2020-07-02,上半年118家企业上市募资1393亿元 广东江苏浙江领先,中国经济网
910,2020-07-01,家电周观点||石头科技Q2有望超预期，布局顺周期白电板块,吕明可选消费研究
911,2020-07-01,21测评丨券商6月金股推荐能力大洗牌！民生证券失落“金牌橱柜” ，国信证券“最惨”跑输大盘,21世纪经济报道
912,2020-07-01,文娱用品行业深度研究报告：晨光文具&公牛集团：零售终端管理典范,新浪
913,2020-07-01,一二级市场齐头并进，投行股权承销收入翻番,Wind
914,2020-06-29,公牛集团(603195)：渠道优势显著 多元化战略持续推进,广发证券
915,2020-06-28,电新行业周报：光伏产品价格有望企稳 新能源车产业迈向高质量发展,新浪
916,2020-06-24,轻工制造行业2020年中期投资策略报告：大家居链“左大宗 右线上” 必选成长 造纸新周期,新浪
917,2020-06-24,公牛集团谈发展战略：加快产业智能化升级 深耕中国经营全球,新浪
918,2020-06-24,【公牛集团（603195.SH）】民用电工领导者，公牛集团旭日方升——投资价值分析报告（金星/甘骏/朱悦）,光大证券
919,2020-06-18,家电周观点||5月社零家电数据同比转正，618家电消费复苏明显,吕明可选消费研究
920,2020-06-15,中一签或赚10万！本周又有大肉签，7只新股不容错过,中国基金报
921,2020-06-11,6月11日，受大股东减持消息影响，滔搏今日股价重挫。截至发稿，滔搏跌11%，报10.26港元，成交额34亿港元。 减持股份,富途证券
922,2020-06-11,公牛新品PIANO（皮亚诺）系列惊艳亮相 “中国家居好产品”首场发布如期举行,乐居财经
923,2020-06-08,机构大扫货，筹码最多被锁定近50%，最牛的是它，机构重仓近60亿资金,证券时报网
924,2020-06-08,打新诱惑又来，本周8只新股齐发，申购手册来了,券商中国
925,2020-06-07,家电周观点||“618”预售持续升温，继续看好家电板块反弹,微信
926,2020-06-03,公牛集团(603195.SH)向451名激励对象授予62.82万股限制性股票,格隆汇
927,2020-06-03,富时罗素：富时中国A50等指数季度审核变更6月22日生效,Wind
928,2020-06-03,【东北轻工唐凯/钟天皓】公牛集团（603195）深度报告：专注以致远，民用电工领航者再扬帆,东北证券研究所
929,2020-06-03,前五月93家企业上市募资1132亿元 广东江苏浙江领跑,中国经济网
930,2020-06-03,涉嫌销售侵犯他人注册商标专用权商品 天津一家企业被处罚 诉讼纠纷,质量新闻网
931,2020-06-02,天津市玺琳顺商贸有限公司销售侵犯他人注册商标专用权公牛插座、插头案 诉讼纠纷,天津市场监管委
932,2020-06-02,26股获券商买入评级，卓胜微目标涨幅达43.12%,Wind
933,2020-06-01,家电周观点||618开局火爆，继续看好扫地机龙头及白电反弹,微信
934,2020-06-01,家用电器行业周报：线下大家电回暖显着 “618”活动预热拉开帷幕,新浪
935,2020-05-31,2020年新晋百亿富豪：有家族财富超940亿，有人为美国籍,网易
936,2020-05-29,23股获券商买入评级，豫园股份目标涨幅达44.10%,Wind
937,2020-05-27,公牛集团(603195)：民用电工名牌 掌控中国特色大流通渠道,新浪
938,2020-05-27,天正电气IPO 高天乐会不会也像贾跃亭一样“为梦想窒息”？,和讯
939,2020-05-26,天正电气产销缩水逾10%，上下游皆存疑，还因产品质量被起诉 诉讼纠纷,新浪
940,2020-05-25,公牛集团(603195.SH)：每10股派现38元股权登记日5月29日,格隆汇
941,2020-05-25,2019年家居企业年报榜单：三成企业利润下降 增长进入个位数时代 盈利能力下降,乐居财经
942,2020-05-24,百元股扩容至近70只 抓业绩搞价值投资才有出路,投资快报
943,2020-05-20,家电周观点||本周石头科技再推新品，推荐扫地机器人行业龙头,微信
944,2020-05-20,一周俩“大肉签”！今天机会又来了,中证报
945,2020-05-18,中一签或赚10万！新股大肉签来了，本周看点多,证券时报网
946,2020-05-17,中一签或赚10万！新股大肉签来了，还有一只顶格中签概率或超40%，本周新股看点多多,证券时报网
947,2020-05-17,新股“大肉签”，中一签或赚10万！就在明天,中证报
948,2020-05-14,【轻工】公牛集团：护城河坚厚全面，多品类协同驱动,微信
949,2020-05-13,深度*公司*公牛集团(603195)：护城河坚厚全面 多品类协同驱动,新浪
950,2020-05-12,“2020宁波品牌百强榜”揭晓 公牛集团以201.2亿元品牌价值摘得榜首,证券日报
951,2020-05-12,【东兴轻工】公牛集团（603195）：渠道优势凸显动力十足，品类扩张迸发新机,东兴研究圈
952,2020-05-11,次新股指数六连阳，博弈风险加剧,Wind
953,2020-05-11,首只“605”新股今天开打！沪市“605”新股军团将陆续抵达 更有大肉签在路上,证券时报网
954,2020-05-10,家电周观点|| 五一期间家电消费加速复苏，看好家电板块继续反弹,微信
955,2020-05-10,首只“605”新股开打：就在下周一 更有大肉签在路上,证券时报网
956,2020-05-09,公牛集团营收增速连降背后：大股东分红豪取近50亿 盈利能力下降,网易
957,2020-05-08,新宝股份|| 爆款产品+内容营销效果显著，小家电新贵已露峥嵘,微信
958,2020-05-08,中一签赚5万？新股机会来了！更有一签或赚10万在路上,中国基金报
959,2020-05-07,公牛集团一季度净利下滑57%：豪横分红22亿 实控人拿走九成 盈利能力下降,GPLP犀牛财经
960,2020-05-06,读木林森、公牛、欧普等16企年报，看照明应用“主旋律”,LED在线
961,2020-05-06,家电|| 2019年报&2020一季报总结，继续看好小家电,微信
962,2020-05-04,A股公司发“红包”谁最壕？,Wind
963,2020-05-01,分红啦！茅台最壕？No、No、No、这些公司才叫“豪横”！,理财周刊
964,2020-04-29,472股获券商买入评级，中国核电目标涨幅达92%,Wind
965,2020-04-29,4月29日四大证券报精华摘要：银行理财产品收益率跌破4% 保险产品和资产配置走俏,证券日报
966,2020-04-29,公募掘金次新股，200只基金扎堆京沪高铁,Wind
967,2020-04-29,200只基金扎堆京沪高铁,证券时报
968,2020-04-29,公牛集团营收首破百亿元 分红22.8亿元,证券日报
969,2020-04-29,公牛集团营收首破百亿元 豪气分红22.8亿元,证券日报
970,2020-04-28,【华创轻工】公牛集团（603195）2019年报&2020年一季报点评：新兴业务高速扩张，盈利能力大幅提升，疫情致Q1业绩承压,风轻龙跃
971,2020-04-28,公牛集团|| 2019年业绩稳健增长，激励政策彰显发展信心,微信
972,2020-04-28,公牛集团25年专注插座营收超百亿 阮氏兄弟财富超800亿,长江商报
973,2020-04-28,插座一哥分红22.8亿肥了兄弟口袋 增速下降后公牛集团面临戴维斯双杀,GPLP犀牛财经
974,2020-04-28,公募一季报收官 基金经理“相中”了这些宁波股,中国经济网
975,2020-04-28,公牛集团25年专注插座营收超百亿 分红率将达98.97%,新浪
976,2020-04-27,【华泰家电 林寰宇】公牛集团：不惧疫情冲击，推出高分红与股权激励,华泰家电研值
977,2020-04-27,IPO募资35亿，上市首年“清仓式”现金分红23亿，阮氏家族这几年从公牛集团分走多少现金？,和讯
978,2020-04-27,鹰眼预警:公牛集团成长失速 22亿分红实控人占90%,新浪
979,2020-04-27,公牛集团上市后首份财报出炉：2019年营收超百亿 净润23.04亿 拟分红22.8亿,每日经济新闻
980,2020-04-27,公牛集团首份年报曝光 年报分红亮眼 2020年中国智能家电市场现状及前景分析,中研网
981,2020-04-27,公牛集团首份年报:营收增速大降近15% 盈利能力依然不减 盈利能力下降,新浪
982,2020-04-27,公牛集团：不惧波动，坚守远路,CITICS家电研究
983,2020-04-27,欧普照明、公牛集团、鸿利智汇等12份一季报请查收！,LED在线
984,2020-04-27,公牛集团今年一季度净利大跌58%，早盘股价下跌2.5% 盈利能力下降,Wind
985,2020-04-27,公牛集团2019年99%净利用于分红，大股东将分得近20亿,环球老虎财经
986,2020-04-27,公牛集团10派38元家族分走近87% 一季度净利减半投资亏损严重,金融界
987,2020-04-27,这类个股逆势上涨 主力资金悄然进入！,巨丰财经
988,2020-04-27,上市公司正负面新闻2020年4月27日星期一,Wind
989,2020-04-27,拟10派38元公牛集团首份年报分红亮眼,证券时报
990,2020-04-27,公牛集团股份有限公司2020第一季度报告,证券时报
991,2020-04-26,公牛集团2019年营收突破百亿元,上证报
992,2020-04-26,公牛集团：2019年年度主要财务指标,上交所
993,2020-04-26,公牛集团10派38元豪气分红 23亿21亿进自家腰包,21世纪经济报道
994,2020-04-26,一季度净利降近6成魅力仍不减 交银施罗德基金“团购” “插座一哥” 盈利能力下降,21世纪经济报道
995,2020-04-26,一年卖出4.5亿个插座 公牛集团豪气分红23亿21亿进自家腰包,21世纪经济报道
996,2020-04-26,“插座一哥”披露上市后首份年报 延续高分红拟10派38元,e公司
997,2020-04-26,发布首份财报 公牛集团2019年营收首破百亿元,北京商报网
998,2020-04-26,公牛集团2019年营收首破百亿 一季度净利同比下降近6成 盈利能力下降,中国网
999,2020-04-26,公牛集团：2019年净利23.04亿元 拟10派38元,金融界
1000,2020-04-26,公牛集团(603195.SH)2019年净利润升37.38%至23.04亿元 10派38元,格隆汇
1001,2020-04-26,公牛集团2019年净利润同比增长37.38%拟10派38元,格隆汇
1002,2020-04-26,公牛集团：2019年净利同比增37% 拟10派38元,e公司
1003,2020-04-26,公牛集团：一季度净利润同比减少57.68% 盈利能力下降,Wind
1004,2020-04-26,公牛集团上市首份年报：2019年净利同比增近4成，拟10派38元,Wind
1005,2020-04-24,拥抱产业互联网，高瓴“哑铃理论”助推实体经济高质量转型发展,凤凰网
1006,2020-04-23,新股赚钱效应减弱：高送转遇冷，一文看清,Wind
1007,2020-04-22,60天，收到1300份BP，出手9家公司，高瓴创投四大领域投资布局首曝光,猎云网
1008,2020-04-21,专注知识产权及人才培养 公牛上市后继有“人”,北国网
1009,2020-04-21,公牛集团实用新型专利权诉讼赢了 诉讼纠纷,资本邦
1010,2020-04-20,公牛集团：最高人民法院做出了终审裁定，驳回江苏通领科技有限公司的上诉 诉讼纠纷,Wind
1011,2020-04-14,金田铜业三闯IPO：净利暴涨暴跌毛利率仅4% 财务数据屡屡打架 踩雷盾安环境,中金在线
1012,2020-04-14,57亿美元！公牛阮氏兄弟跻身福布斯全球亿万富豪榜,LED在线
1013,2020-04-14,专访公牛：上市只是开始 深挖插座背后的护城河,北国网
1014,2020-04-05,A股大盘点！最高3个月暴涨253%，也有惨烈狂跌60%的,中国基金报
1015,2020-03-31,龙头稳固，2020年度一季度中国上市企业市值500强榜单发布,Wind
1016,2020-03-31,百丽之后 高瓴资本再造消费赛道价值赋能经典案例,凤凰网
1017,2020-03-25,千亿市值公牛插座的十面被埋伏,联商网
1018,2020-03-23,公牛集团(603195.SH)：部分募投项目增加实施主体并向其提供借款实施募投项目,格隆汇
1019,2020-03-23,快讯：公牛集团拟最高申请20亿元综合授信额度,乐居财经
1020,2020-03-23,公牛集团(603195.SH)：拟提高2020年大宗原材料期货业务额度,格隆汇
1021,2020-03-23,公牛集团(603195.SH)：计划向银行申请总额不超20亿元的综合授信额度,格隆汇
1022,2020-03-18,3.15正能量|公牛“质造”国民电工品牌,北国网
1023,2020-03-15,【华创轻工】周报（20200309-20200315）：珍惜优质核心资产的黄金坑：当前位置强烈推荐太阳纸业，公牛集团，欧派家居,风轻龙跃
1024,2020-03-12,公牛为什么牛？——十问十答剖析投资价值【华西轻工徐林锋团队】,轻工锋尚
1025,2020-03-10,千亿市值公牛集团5亿专利诉讼逆变，江苏通领科技上诉获最高院受理案件发回重审 诉讼纠纷,21世纪经济报道
1026,2020-03-10,公牛集团“炼金术”：上市10天市值突破1000亿 实控人身家已超过四川首富,乐居财经
1027,2020-03-10,金华市抽查27批次插座产品 不合格8批次 产品问题,质量新闻网
1028,2020-03-06,公牛集团现1笔大宗交易 共成交492.80万元,新浪
1029,2020-03-06,公牛集团今日大宗交易成交2.80万股，成交价176.0元溢价0.0%,Wind
1030,2020-03-05,千亿公牛的困扰,砍柴网
1031,2020-03-05,连收22个涨停，中1签暴赚14万，实控人身家逼近107亿！这家公司什么情况？,格隆汇
1032,2020-03-05,上市后暴涨10倍，中一签赚13万！这只科技股会刷新历史纪录吗,中证报
1033,2020-03-04,公牛集团现1笔大宗交易 共成交347.68万元,新浪
1034,2020-03-03,大肉签仍未开板！瑞芯微、斯达半导双双提示风险,Wind
1035,2020-03-03,【华创轻工】公牛集团（603195）：深挖“公牛”系列报告三 渠道管理定盛衰，解析转换器与墙壁开关渠道密码,风轻龙跃
1036,2020-03-02,公牛集团现1笔大宗交易 共成交362.20万元,新浪
1037,2020-03-02,高瓴资本慧眼识“牛”股 投资公牛集团浮盈超10亿,凤凰网
1038,2020-03-02,投资公牛浮盈12亿，重仓中国的高瓴再现卓越眼光,凤凰网
1039,2020-02-28,一周播报：LED、化合物半导体领域各一台戏,LED在线
1040,2020-02-27,2020胡润全球富豪榜：公牛阮氏兄弟登LED行业榜首！,LED在线
1041,2020-02-26,机构资金最近入驻这些股,证券时报网
1042,2020-02-24,进击的公牛集团：小插座，大生意，千亿市值,YY港股圈
1043,2020-02-24,中一手9天赚超过12万的公牛集团值多少钱？,财华社
1044,2020-02-24,龙虎榜揭秘近五日机构最青睐44股,证券时报网
1045,2020-02-23,【华创轻工纺服】深挖“公牛”系列报告一探究转换器与墙壁开关插座市场空间,风轻龙跃
1046,2020-02-23,本周股市龙虎榜一览：公牛集团最受机构青睐,搜狐
1047,2020-02-22,机构集体出逃寒锐钴业 知名游资抢筹TCL科技,南方财经网
1048,2020-02-21,公牛集团：致力于国际民用电工行业领导者,红周刊
1049,2020-02-21,本周LED行业五大事件集锦,LED在线
1050,2020-02-21,插座行业领军企业公牛集团，使用华为云WeLink远程办公,北国网
1051,2020-02-21,机构持续加仓“插座一哥” 游资重金封板面板龙头股丨龙虎榜,第一财经
1052,2020-02-21,机构近期抢筹这40股你跟吗,证券时报网
1053,2020-02-21,游资火速撤离华友钴业 公牛集团首跌机构接盘,南方财经网
1054,2020-02-20,2月20日龙虎榜：26只个股出现机构身影，公牛集团净买入2.2亿元,第一财经
1055,2020-02-20,公牛集团“炼金术”：上市10天市值突破1000亿 实控人身家已超过四川首富,金融界
1056,2020-02-20,公牛集团龙虎榜数据（2月20日）,Wind
1057,2020-02-20,机构今日买入这11股，卖出寒锐钴业2.9亿元丨牛熊眼,第一财经
1058,2020-02-20,券商打新公牛集团“大赚”287万元,证券日报
1059,2020-02-20,五日龙虎榜追踪机构抢筹这39股,证券时报网
1060,2020-02-19,突破天际！妖王11连板 创A股记录！原来...它们都有这些共性？丨山哥解盘,搜狐
1061,2020-02-19,机构游资节后狂扫货 过亿大单力撑10股（名单）,投资快报
1062,2020-02-18,公牛集团被机构爆买后 这条暗线必须重视,金融界
1063,2020-02-18,公牛市值轻松突破1100亿：小小插线板背后的大生意,格隆汇
1064,2020-02-18,2月18日主力资金净流出296亿元,证券时报网
1065,2020-02-18,龙虎榜：游资做多热情大幅提升 机构爆买开板次新股公牛集团,第一财经
1066,2020-02-18,上游下游，抱团齐步走 宁波慈溪聚焦产业链推动企业全面复工,浙江日报
1067,2020-02-18,三机构合买公牛集团 游资追涨国金证券,财富动力网
1068,2020-02-18,1000亿！“插座一哥”公牛集团刷屏 阮氏家族身家暴涨560亿,中国基金报
1069,2020-02-17,这只千亿新贵已被锁定：近30亿资金抢筹 3家机构杀入,金融界
1070,2020-02-17,资金净流入224亿元 近38亿抢筹公牛集团 六股热,证券时报
1071,2020-02-17,武大校友企业战“疫”记：公牛集团第一时间捐1000万,新浪
1072,2020-02-17,2月17日A股龙虎榜揭秘，机构抢筹6股,Wind
1073,2020-02-17,2月17日龙虎榜：11只个股出现机构身影，公牛集团净买入8.9亿元,第一财经
1074,2020-02-17,公牛集团龙虎榜解密：开板首日 3个机构打板8.89亿,新浪
1075,2020-02-17,龙虎榜全解析：机构问鼎营业部榜首 净买入5.09亿,新浪
1076,2020-02-17,24股特大单净流入资金超2亿元,证券时报网
1077,2020-02-17,公牛集团开板后再涨停机构龙虎榜净买入8.89亿元,证券时报网
1078,2020-02-17,“插座一哥”公牛集团开板首日遭机构抢筹9亿元丨热公司,第一财经
1079,2020-02-17,数据复盘｜主力资金净流入224亿元 近38亿资金抢筹公牛集团,证券时报网
1080,2020-02-17,2月17日龙虎榜，机构青睐这3股,证券时报网
1081,2020-02-17,机构今日卖出这5股，买入公牛集团8.9亿元丨牛熊眼,第一财经
1082,2020-02-17,公牛集团龙虎榜：三机构合计买入近9亿元,e公司
1083,2020-02-17,75股主力资金净流入超亿元,证券时报网
1084,2020-02-17,公牛集团上市募资降13亿 冲IPO前3年分红实控人30亿,中国经济网
1085,2020-02-17,沪深A股主力资金合计净流入223.66亿元 公牛集团净流入额居首,中证网
1086,2020-02-17,精读20家上市家居企业2019年报：7成迎增长，最大亏损超2亿,乐居财经
1087,2020-02-17,公牛市值破1000亿！未来将大力拓展智能家居等领域,LED在线
1088,2020-02-17,机构五日抢筹22股主力资金大量流入,证券时报网
1089,2020-02-17,公牛集团：“产品+渠道”筑造民用电工龙头，给予“增持”评级,证券时报网
1090,2020-02-16,【华泰家电 林寰宇】公牛集团：主流民用电工国货崛起,华泰家电研值
1091,2020-02-16,疫情下的复工：短期问题、行业现状和经济影响 | 国君周知,国泰君安证券研究
1092,2020-02-14,公牛集团龙虎榜数据(2月14日）,Wind
1093,2020-02-14,龙虎榜全解析：北向资金问鼎营业部榜首 爆买7.25亿,新浪
1094,2020-02-14,强势股追踪主力资金连续5日净流入54股,证券时报网
1095,2020-02-14,27股主力资金净流入超亿元,证券时报网
1096,2020-02-14,52只股上午收盘涨停(附股),证券时报网
1097,2020-02-13,35股主力资金净流入超亿元,证券时报网
1098,2020-02-13,公牛集团：如何解读公牛集团的毛利率波动,国盛证券
1099,2020-02-13,39只股上午收盘涨停(附股),证券时报网
1100,2020-02-12,良品铺子、公牛接连IPO 高瓴价值投资理念再现成效,证券时报
1101,2020-02-12,百亿营收的公牛集团上市，隐形冠军靠什么再续传奇？,钛媒体
1102,2020-02-12,125只股涨停最大封单资金23.93亿元,证券时报网
1103,2020-02-12,70只股上午收盘涨停(附股),证券时报网
1104,2020-02-12,掘金龙虎榜47股近期获机构净买入,证券时报网
1105,2020-02-11,高瓴又一投资企业上市，国民品牌“公牛”为抗击疫情捐赠1000万,凤凰网
1106,2020-02-11,高瓴 Community成员A股上市 公牛集团发展再上新台阶,凤凰网
1107,2020-02-11,涨停股复盘：12股封单超亿元,证券时报网
1108,2020-02-11,54只股上午收盘涨停(附股),证券时报网
1109,2020-02-11,高瓴投公牛不便宜，看中了什么？,阿尔法工场
1110,2020-02-10,涨停股复盘：17股封单超亿元,证券时报网
1111,2020-02-10,92只股上午收盘涨停(附股),证券时报网
1112,2020-02-10,投资界24h|今日复工，口罩缺口有多大；创业13年的公司走到末路；腾讯“战疫基金”追加10亿,投资界
1113,2020-02-09,天风家电 | 深度思考：为何我们看好公牛的未来发展？,小蔡看家电
1114,2020-02-08,“插座一哥”公牛上市了！小插座如何做成百亿大生意？,搜狐
1115,2020-02-07,公牛集团：国内民用电工行业领导者,证券市场周刊
1116,2020-02-07,上市两天暴涨58% 公牛靠一个小插座做到市值565亿元,投资界
1117,2020-02-07,上市两天暴涨58%，公牛靠一个小插座做到市值565亿元,投资界
1118,2020-02-07,188只股涨停最大封单资金19.24亿元,证券时报网
1119,2020-02-07,84只股上午收盘涨停(附股),证券时报网
1120,2020-02-07,公牛集团上市：未来增长看LED，管理层老龄化待解,36氪
1121,2020-02-06,公牛集团拟开展铜等大宗原材料期货业务,期货日报
1122,2020-02-06,【排雷】因垄断行为遭重罚近3亿元！“插座茅”公牛集团认罚 其他违规处罚,财华社
1123,2020-02-06,IPO日报|京东百度或推迟回港上市计划；公牛集团首日上市大涨44%；Finix获3500万美元B轮融资,格隆汇
1124,2020-02-06,公牛集团(603195.SH)拟开展2020年大宗原材料期货业务,格隆汇
1125,2020-02-06,公牛市值轻松突破1100亿：小小插线板背后的大生意,格隆汇
1126,2020-02-06,公牛集团(603195.SH)：拟使用部分闲置募集资金12亿元暂时补充流动资金,格隆汇
1127,2020-02-06,公牛集团今起挂牌上市 致力于打造国际民用电工行业领导者,证券日报
1128,2020-02-06,公牛集团今日起在上海证券交易所挂牌上市,LED在线
1129,2020-02-06,快讯：公牛集团今日A股挂牌上市,乐居财经
1130,2020-02-06,民用电工龙头公牛集团今起上市交易,中证网
1131,2020-02-06,走远路，民用电工龙头公牛集团今起挂牌上市,红周刊
1132,2020-02-06,关于N公牛（603195）盘中临时停牌的公告,上交所
1133,2020-02-06,N公牛:券商定位区间均值为91.64-108.33元,Wind
1134,2020-02-06,新股发行与上市一览（2月6日）,Wind
1135,2020-02-06,2月6日新股提示：双飞股份申购；公牛集团上市；道通科技、英杰电气中签号出炉,上证报
1136,2020-02-06,公牛集团今日上市 发行价格59.45元/股,上证报
1137,2020-02-06,公牛集团阮立平：瞄好向、铆足劲、走远路,上证报
1138,2020-02-06,A股IPO动态：公牛集团(603195.SH)今日上市,格隆汇
1139,2020-02-05,浙企驰援全国防疫项目建设 众志成城彰显“浙江制造”温度,证券日报
1140,2020-02-05,升级扩产能 公牛集团2月6日上市,北京商报
1141,2020-02-04,公牛集团(603195.SH)将于2月6日上市 珠海高瓴持股1206.7万股,格隆汇
1142,2020-02-01,天风家电 | 深度：公牛集团——走远路，求极致,小蔡看家电
1143,2020-01-31,公牛集团捐赠1000万元、5000余套插座开关,中证网
1144,2020-01-22,公牛集团（603195）：公牛，不仅是插座！,中信证券研究
1145,2020-01-22,公牛集团IPO首发价59.45元，合计弃29.25万股,资本邦
1146,2020-01-21,【东吴电新】公牛集团年报点评：年报靓丽，股权激励落地，疫情短期影响销售,新兴产业汇
1147,2020-01-21,重磅首次！【东吴电新】公牛集团：民用电工王牌，品类拓展再起航,新兴产业汇
1148,2020-01-21,公牛集团即将登陆主板：插座龙头竟年赚超23亿，高于九成A股公司,面包财经
1149,2020-01-21,温州市抽查135批次家装建材产品 不合格29批次 产品问题,质量新闻网
1150,2020-01-21,【公牛集团*曾朵红】深度：民用电工王牌，品类拓展再起航,东吴研究所
1151,2020-01-20,1月20日新股提示：瑞芯微申购 优刻得上市 东方生物、博杰股份、公牛集团中签号出炉 艾可蓝公布中签率,上证报
1152,2020-01-19,一个涨停就赚2万6的公牛电器，你打中了吗？下周还有这些新股申购,21世纪经济报道
1153,2020-01-19,公牛集团IPO网上发行最终中签率为0.04857679%,资本邦
1154,2020-01-19,公牛集团等两新股中签号 一个涨停可赚2万6,中财网
1155,2020-01-19,公牛集团中签号出炉 共5.4万个,e公司
1156,2020-01-19,公牛集团：中签号码共计5.4万个,Wind
1157,2020-01-19,【兑奖啦】东方生物、公牛集团网上申购中签号出炉,金融界
1158,2020-01-17,公牛集团：一年卖出过百亿，插座“第一股”上市啦！,财华社
1159,2020-01-17,1月17日新股提示：艾可蓝申购 特宝生物上市 斯达半导中签号出炉 东方生物、博杰股份、公牛集团公布中签率,上证报
1160,2020-01-17,公牛集团IPO：“插座一哥”的家族式经营迷局,搜狐
