,2021-12-31,晶盛机电：公司正加快推进第三代半导体材料碳化硅衬底片的产业化布局，已成功生长出6英寸碳化硅晶体,每日经济新闻
1880,2018-05-01,巨丰原创：中报预披露拉开帷幕 多家公司业绩翻倍,巨丰财经
1881,2018-04-30,机械制造：继续关注进口替代逻辑和油气产业链 荐13股,川财证券
1882,2018-04-27,"晶盛机电季报点评:业绩增长明确,看好半导体和蓝宝石业务",万联证券
1883,2018-04-26,463份中报预告逾七成预喜 4绩优股受到机构认可,证券日报
1884,2018-04-26,463份中报预告逾七成预喜 掘金51只中报业绩翻番股,证券日报
1885,2018-04-25,晶盛机电:中报业绩预增90-120%﹔设立子公司发力半导体设备,中证网
1886,2018-04-25,[推荐评级]半导体设备系列深度报告之二：2020年前国内半导体硅片设备市场空间270亿,中财网
1887,2018-04-25,22家公司利润增长势头足 12只双翻番错杀股成焦点,证券日报
1888,2018-04-24,晶盛机电：预告上半年继续保持高增长 买入评级,广发证券
1889,2018-04-24,[领先大市-A评级]新能源设备行业周报：分布式光伏有望超预期 新能车回暖趋势不变,中财网
1890,2018-04-24,[增持评级]机械行业周报：寻找先进制造业的“自主可控”,中财网
1891,2018-04-24,机械行业卓越推：本周暂停,中财网
1892,2018-04-24,机械制造：聚焦半导体设备及高端泵阀国产替代 荐8股,安信证券
1893,2018-04-24,[看好评级]电力设备新能源行业周报：一季度风电光伏数据符合预期 电动车继续看好零部件厂商国际化以及三元高镍化的趋势,中财网
1894,2018-04-24,[增持评级]新兴能源行业事件快评：分布式抢装 上调年度装机预期到55GW,中财网
1895,2018-04-24,机械行业动态：工程机械数据亮眼 雄安新区建设带来边际增量,中财网
1896,2018-04-23,晶盛机电：一季度净利润同比增122.85%,Wind
1897,2018-04-23,[领先大市-A评级]新能源设备行业快报：《智能光伏产业发展行动计划》出台 推动光伏产业快速发展,中财网
1898,2018-04-23,电气设备：电动车继续看好零部件厂商国际化以及三元高镍化的趋势 荐15股,申万宏源
1899,2018-04-23,中国信息产业商会新能源分会2018年第一次会议在绍兴隆重召开,新华网
1900,2018-04-23,[强于大市评级]机械设备行业研究周报：18年油服市场相比17年有哪些变化 ?,中财网
1901,2018-04-23,布局智能制造迎接光伏“平价时代”,Ofweek
1902,2018-04-23,机构调研67家公司，入摩在即海外资金关注8只个股,证券日报
1903,2018-04-22,机械制造：迎接曙光 荐13股,广发证券
1904,2018-04-22,机械制造：关注核电重启带来的板块机会 荐9股,东北证券
1905,2018-04-22,[推荐评级]机械设备行业点评：智能光伏产业政策发布 拉长设备景气周期,中财网
1906,2018-04-20,[看好评级]专用设备制造行业点评报告：机械行业的“自主可控”投资思路梳理,中财网
1907,2018-04-20,[买入评级]晶盛机电(300316)年报点评：光伏设备增长主动力 半导体设备蓄势待发,中财网
1908,2018-04-20,"电力设备与新能源行业周报:智能光伏行动计划发布,利好光伏技术领先企业",渤海证券
1909,2018-04-19,[买入评级]晶盛机电(300316)：光伏订单持续增长 半导体业务开始发力,中财网
1910,2018-04-19,中金公司：半导体设备国产化迎来契机,中金公司
1911,2018-04-19,机械行业热点速评：半导体设备国产化迎来契机,中财网
1912,2018-04-18,[路演]晶盛机电：新一代区熔硅单晶炉目前已经量产并形成销售,全景网
1913,2018-04-18,高管面对面 | 30家上市公司2017年度业绩说明会 在全景·路演天下举行,全景网
1914,2018-04-17,[看好评级]机械行业2018年一季报前瞻：一季报业绩预告喜多忧少 中游复苏逻辑持续验证,中财网
1915,2018-04-17,[增持评级]机械设备行业周报：油价大涨 战略看好油服!力推杰瑞股份!持续推荐半导体设备 力推机器人(300024)等!,中财网
1916,2018-04-17,[买入评级]晶盛机电(300316)年报点评：公司业绩实现高增长 单晶设备龙头地位稳固,中财网
1917,2018-04-17,[看好评级]新能源行业周报：抢装行情持续 光伏扶贫模式落地,中财网
1918,2018-04-17,[领先大市-A评级]机械行业周报：1Q工程机械业绩大幅增长 聚焦业绩成长及战略新兴产业,中财网
1919,2018-04-17,[推荐评级]机械设备行业周报：挖掘机械产销两旺 中东局势动荡或推高油价,中财网
1920,2018-04-17,机械行业动态：市场波动加剧 关注白马成长,中财网
1921,2018-04-17,巨丰热点前瞻：市场结构性机会将继续呈现,巨丰财经
1922,2018-04-17,机械行业2018年Q2暨4月策略:投资机械新经济,国信证券
1923,2018-04-16,[强于大市评级]机械设备行业研究周报：国际摩擦加剧推升油价 油服行业筑底向上,中财网
1924,2018-04-16,机械制造：油价大涨 荐10股,中泰证券
1925,2018-04-16,[强于大市评级]机械行业周报：布油价格屡创新高 关注油气产业链投资机会,中财网
1926,2018-04-16,[增持评级]新兴能源行业事件快评：单晶趋势再确认：协鑫扩产20GW单晶,中财网
1927,2018-04-16,机会情报：硅晶圆涨价停不下来 相关公司望受益,中金网
1928,2018-04-13,晶盛机电：产品结构不断丰富 建立国产化优势,财富动力网
1929,2018-04-13,[增持评级]晶盛机电(300316)年报点评：单晶硅设备龙头业绩高增长 半导体和蓝宝石释放新动能,中财网
1930,2018-04-13,"晶盛机电:业绩高增长,2018有望延续",证券之星
1931,2018-04-12,[强烈推荐评级]晶盛机电(300316)年报点评：公司业绩高增长 半导体设备空间广阔,中财网
1932,2018-04-12,[强烈推荐-A评级]晶盛机电(300316)：在手订单增长强劲 半导体新品推出超预期,中财网
1933,2018-04-12,晶盛机电年报点评:业绩增长基于光伏未来在半导体和蓝宝石,证券之星
1934,2018-04-11,[增持评级]晶盛机电(300316)年报点评：光伏设备高增长 半导体业绩待释放*电力设备及新能源,中财网
1935,2018-04-11,[推荐评级]中小盘伐谋主题：半导体研究系列之二(设备)：星星之火 燎原之势渐起,中财网
1936,2018-04-10,[强于大市评级]深度*行业*机械行业周报：挖机销量大超预期 贸易争端不确定性骤升,中财网
1937,2018-04-10,[买入评级]晶盛机电(300316)年报点评：产业链布局进一步延伸 半导体放量在即,中财网
1938,2018-04-10,[增持评级]晶盛机电(300316)年报点评：技术突破超预期 半导体盛宴开启,中财网
1939,2018-04-10,[强推评级]晶盛机电(300316)年报点评：业绩高增长仍将持续 看好半导体业务今年放量,中财网
1940,2018-04-10,晶盛机电：2017营业收入同比增长78.55%,Ofweek
1941,2018-04-10,[领先大市-A评级]机械行业周报：3月挖机销量增速78.9% 聚焦业绩成长及战略新兴产业,中财网
1942,2018-04-10,晶盛机电2017年度净利3.86亿元 同比增长89.76%,中证网
1943,2018-04-09,晶盛机电：2017年净利润同比增九成，拟10转3派1元,Wind
1944,2018-04-09,[增持评级]机械设备行业周报：持续推荐半导体设备 力推机器人(300024)等!挖掘机3月销量大增79% 周期预期差较大,中财网
1945,2018-04-09,508家上市公司一季报业绩预喜，机构调研瞄准三大主题,中证报
1946,2018-04-08,[看好评级]半导体装备行业深度报告：装备同风起,中财网
1947,2018-04-04,晶盛机电使用募集资金增资控股子公司实施募投项目,中证网
1948,2018-04-04,[领先大市-A评级]机械行业周报：大环境利好高端制造发展 继续围绕相关主线布局,中财网
1949,2018-04-04,[看好评级]机械行业周报：减税政策提升增值税负高且海外业务占比小的制造企业盈利能力,中财网
1950,2018-04-04,[推荐评级]机械设备行业2018年二季度投资策略：新兴成长与周期复苏 二季度“机”不可失,中财网
1951,2018-04-04,机械设备行业月报：市场风险偏好明显上升 继续重点布局先进和智能制造,中财网
1952,2018-04-04,电子行业日报：三星首次超IBM排名美国专利库第一,中财网
1953,2018-04-03,[增持评级]机械设备行业周报：减税效应缓释 重点关注3C半导体设备,中财网
1954,2018-04-03,[强于大市评级]机械设备行业研究周报：挖机三月高增长可期 持续聚焦半导体等新兴成长行业,中财网
1955,2018-04-03,[增持评级]“芯”装备产业笔记之五：减税 对IC装备国产化有何意义?,中财网
1956,2018-04-03,[买入评级]机械设备行业周报：从全球硅片产业发展看长晶设备投资需求,中财网
1957,2018-04-03,机械行业动态：半导体设备景气、工程机械热销,中财网
1958,2018-04-03,机械设备行业周报：聚焦科技 关注智能制造和先进制造板块,中财网
1959,2018-04-02,半导体、电子设备：青岛投资150亿元打造芯片制造基地,川财证券
1960,2018-04-02,集成电路行业获政策优惠 六股绝佳布局良机,证券日报
1961,2018-04-01,3月机构密集调研293家上市公司：电子、计算机等行业关注度依旧较高,--
1962,2018-03-29,[看好评级]机械行业周报：雄安新区建设有望增强工程机械下游需求韧性,中财网
1963,2018-03-28,[强于大市评级]机械设备行业2018年第二季度投资策略：估值提升 注重工业互联网带来的投资价值,中财网
1964,2018-03-28,[增持评级]“芯”装备产业笔记之四(机械设备行业)：新趋势 国产IC设备的影响及对策,中财网
1965,2018-03-27,[领先大市-A评级]新能源设备行业周报：配额制强制消纳可再生能源 钴资源价格持续攀升,中财网
1966,2018-03-27,【机械设备|刘国清团队太平洋证券】雄安新区建设有望增强工程机械下游需求韧性,太平洋证券研究
1967,2018-03-26,[增持评级]机械行业周报：中美贸易摩擦倒逼本土制造业升级,中财网
1968,2018-03-26,电气设备：钴资源价格持续攀升 荐5股,华金证券
1969,2018-03-26,光伏分布式发电迎新一轮发展 六股突围拉开序幕,证券日报
1970,2018-03-25,机械制造：中美贸易摩擦加剧 荐3股,和讯
1971,2018-03-25,机械制造：关注上海原油期货推出 荐10股,和讯
1972,2018-03-25,机械制造：高端制造超跌 荐9股,东吴证券
1973,2018-03-21,广发机械“轻深度”系列之一：从KLA-TENCOR收购ORBOTECH 看检测设备的成长与估值,中财网
1974,2018-03-21,[增持评级]半导体设备行业动态：中环股份半导体材料产业化进展超预期 设备企业深度受益,中财网
1975,2018-03-21,[推荐评级]新制造新动能系列报告01(机械行业)：自主装备助力打造中国“芯”,中财网
1976,2018-03-20,[买入评级]机械设备行业跟踪：从半导体展看装备企业产品红利,中财网
1977,2018-03-20,[看好评级]机械行业周报：关注半导体行业投资机会,中财网
1978,2018-03-20,机械行业卓越推：中航光电(002179),中财网
1979,2018-03-20,机构密集调研中小创 淡化风格寻找个股机会,中证报
1980,2018-03-20,[领先大市-A评级]机械行业周报：精选低估值优质龙头及战略新兴成长,中财网
1981,2018-03-20,机械行业调研纪要：半导体景气上行 国产设备研发硕果累累,中财网
1982,2018-03-20,32只中小创股创近一年新高 业绩大增的有这些（名单）,证券时报
1983,2018-03-19,【华泰机械章诚团队】“芯”装备产业笔记之三 | 再添新投资：宁夏大硅片项目开工,华泰机械
1984,2018-03-19,[看好评级]机械行业周报：集成电路投资如火如荼 基础零部件和智能制造值得重点关注,中财网
1985,2018-03-19,[强于大市评级]机械设备行业研究周报：新制造独角兽知多少?工程机械高增长与开工量低预期相背离,中财网
1986,2018-03-19,[强于大市评级]深度*行业*机械行业周报：短期重视工程机械预期差 长期看好半导体设备高成长和国产化,中财网
1987,2018-03-19,电气设备：弃风限电大幅好转 荐16股,中信建投
1988,2018-03-19,晶盛机电：进一步做大市场规模 提升蓝宝石产业盈利水平,财富动力网
1989,2018-03-19,20日机构强推买入 六股成摇钱树,证券之星
1990,2018-03-19,机械制造：从半导体展看装备企业产品红利 荐12股,广发证券
1991,2018-03-19,【探秘】云里雾里，张汝京的CIDM项目到底花落谁家？,元器件交易网
1992,2018-03-19,汽车等三行业最受机构青睐 六股迎来掘金好机会,证券日报
1993,2018-03-18,【华创机械李佳团队】机械行业2018第11周周报：IEA预计石油需求加速增长，工信部促加强工业质量建设,华创机械
1994,2018-03-18,这家半导体行业公司上市一年半涨幅超10倍，最近一周获百家机构扎堆调研，明星私募云集,和讯
1995,2018-03-18,机械制造：聚焦优质成长 荐10股,中泰证券
1996,2018-03-18,机械制造：政策资金将加速推动 荐8股,东吴证券
1997,2018-03-17,拥抱芯片科技红利关注龙头股 六股绝佳布局良机,中证报
1998,2018-03-16,[买入评级]晶盛机电(300316)：客户中环披露半导体业务进度 晶圆设备需求势头强劲,中财网
1999,2018-03-16,[买入评级]晶盛机电(300316)：中环半导体明确扩产预期 未来3年迎来投资高峰,中财网
2000,2018-03-16,[强推评级]晶盛机电(300316)：中环半导体规划超预期 晶盛半导体业绩今年有望放量,中财网
2001,2018-03-16,东吴证券：晶盛机电买入评级,顶尖财经网
2002,2018-03-16,【东吴晨报0316】【行业】机械、电新、房地产【个股】晶盛机电、华润双鹤、华润三九,东吴研究所
2003,2018-03-15,芯片国产化板块走强，国科微涨6%,Wind
2004,2018-03-15,晶盛机电（300316）快评：Q1业绩增长100%-130%，2018年有望继续高增长,国信研究
2005,2018-03-15,【晶盛机电】中环大硅片扩产进度将超预期，半导体设备业绩贡献超越光伏可期【东吴机械】,微信
2006,2018-03-14,年内逾500家上市公司现重要股东减持，多家涉及实控人,--
2007,2018-03-14,[强于大市评级]深度*行业*机械行业周报：迎接新时代 机械多板块存在配置新机遇,中财网
2008,2018-03-14,机械行业：周期成长共舞,东吴证券
2009,2018-03-14,浙商早班车2018.03.14,浙商证券研究所
2010,2018-03-14,79家绩优公司备受资金追捧，逾八成个股月内跑赢大盘,证券日报
2011,2018-03-14,79家绩优公司备受资金追捧逾八成个股月内跑赢大盘,证券日报
2012,2018-03-13,[看好评级]新能源行业周报：数据面和政策面支持继续向好,中财网
2013,2018-03-13,[领先大市-A评级]机械行业周报：聚焦战略新兴 精选业绩成长及核心进口替代,中财网
2014,2018-03-13,[超配评级]机械行业周报：重点推荐先进制造成长股,中财网
2015,2018-03-13,晨会聚焦1803013：重点关注中国中药、纺织日化、医药行业、创新药、海外市场、乐普医疗,国信研究
2016,2018-03-13,创业板50指数“调仓”新宙邦等5股被调出,新京报
2017,2018-03-13,"机械行业:聚焦战略新兴,精选业绩成长及核心进口替代",安信证券
2018,2018-03-13,机械行业周报:关注京东方投资带动新一轮面板设备采购行情,平安证券
2019,2018-03-13,"机械行业周报2018年第10周:坚守先进制造国家大战略,看好锂电设备、半导体设备、天然气设备等子行业",联讯证券
2020,2018-03-12,机械制造：重点关注半导体及3C装备行业发展 荐8股,东北证券
2021,2018-03-12,[强于大市评级]深度*行业*电力设备与新能源行业周报：2月新能源汽车产销同比高增长,中财网
2022,2018-03-12,[推荐评级]机械设备行业周报：新能源汽车延续高增长 液压件供应不足影响挖机竞争格局,中财网
2023,2018-03-12,[买入评级]机械设备行业跟踪：工业互联网底层之自动化装备如何成长,中财网
2024,2018-03-12,[强于大市评级]机械行业周报：关注京东方投资带动新一轮面板设备采购行情,中财网
2025,2018-03-12,机械制造：坚守先进制造国家大战略 荐6股,联讯证券
2026,2018-03-12,[看好评级]机械行业周报：周期行业巨大惯性被低估 继续推荐工程机械板块,中财网
2027,2018-03-12,银河证券晨会纪要-180312,银河证券
2028,2018-03-12,"机械行业2017年年报:周期成长共舞,2018年景气将持续",东吴证券
2029,2018-03-11,[优于大势评级]机械设备行业周报：2月挖机销量符合乐观判断 重点关注半导体及3C装备行业发展,中财网
2030,2018-03-11,汽车：战略看好油服及锂电及半导体设备与工业互联网 荐10股,中泰证券
2031,2018-03-11,机械制造：工业互联网底层之自动化装备如何成长 荐13股,广发证券
2032,2018-03-09,【华创电新】本周重点覆盖公司信息归总,华创电新研究
2033,2018-03-09,把握工业互联网战略性投资机遇 六股高歌猛进,证券之星
2034,2018-03-09,[看好评级]电力设备与新能源行业周报：国家能源局发布2018年风电投资监测预警结果,中财网
2035,2018-03-09,[买入评级]半导体设备行业跟踪点评：政策保驾护航 半导体设备迎来机遇,中财网
2036,2018-03-09,机构集中力荐12只绩优股,证券日报
2037,2018-03-09,【机械*陈显帆团队】从2018年政府工作报告看制造业投资趋势,东吴研究所
2038,2018-03-09,【东吴晨报0309】【宏观】2月进出口数据【行业】机械、军工【个股】先导智能,东吴研究所
2039,2018-03-08,光伏设备龙头晶盛机电一季度净利润翻倍,电缆网
2040,2018-03-07,今日资金抢入六只强势股一览（3月7日）,中财网
2041,2018-03-07,晶盛机电：Q2收入确认预计提速 买入评级,东吴证券
2042,2018-03-07,半导体设备高景气有望延续,中证报
2043,2018-03-07,[增持评级]晶盛机电(300316)公司动态：2018Q1业绩预告高增长 股权激励彰显公司对未来发展信心,中财网
2044,2018-03-07,【机械-晶盛机电(300316)】王华君、朱荣华（联系人）：一季度业绩同比翻番增长；8.58亿元光伏单晶炉合同落地-0307,中泰证券研究所
2045,2018-03-07,【晨会聚焦】1-2月数据前瞻与投资机会,中泰证券研究所
2046,2018-03-07,【东吴晨报0307】【行业】机械【个股】家家悦、晶盛机电、中国利郎,东吴研究所
2047,2018-03-07,"晶盛机电:订单释放,一季度业绩大增,新业务开始贡献业绩",证券之星
2048,2018-03-06,晶盛机电签订8.58亿元设备购销合同,中证报
2049,2018-03-06,[增持评级]机械设备行业点评：制造业减税：利好高端装备,中财网
2050,2018-03-06,晶盛机电2017年度净利3.86亿元 同比增长89%,电缆网
2051,2018-03-06,晶盛机电第一季度净利预计翻番,中证报
2052,2018-03-06,晶盛机电：全年需求形势较好 买入评级,广发证券
2053,2018-03-06,【晶盛机电】：股权激励方案落地，未来成长可期【东吴机械陈显帆】,微信
2054,2018-03-06,晶盛机电：一季度净利预计翻番 受益行业快速增长,中证网
2055,2018-03-05,[季报]晶盛机电一季度业绩预增100%-130%,全景网
2056,2018-03-05,晚间重要公告2018年3月5日星期一,--
2057,2018-03-05,晶盛机电：预计一季度净利润同比增长1倍-1.3倍,Wind
2058,2018-03-05,[领先大市-A评级]新能源设备行业周报：钴资源价格持续上涨 新能车中长期将继续保持高增长,中财网
2059,2018-03-05,晶盛机电：2018年第一季度业绩报告预告,深交所
2060,2018-03-05,晶盛机电：一季度净利预增逾1倍,Wind
2061,2018-03-05,[增持评级]机械设备行业周报：把握工业互联网、油服战略性投资机遇坚守“大国重器”-高端装备“核心资产”,中财网
2062,2018-03-05,机械设备行业跟踪：从智能制造的视角看工业互联网,中财网
2063,2018-03-05,[增持评级]电子行业点评：中国半导体设备迎来快速发展期 装备材料基金助力行业成长,中财网
2064,2018-03-05,[买入评级]深度*公司*晶盛机电(300316)：全年业绩大幅增长 专注成就长足发展的设备龙头,中财网
2065,2018-03-05,[领先大市-A评级]其他专用机械行业快报：大基金二期预计近期落地 半导体设备企业迎机遇,中财网
2066,2018-03-05,[强于大市评级]机械设备行业研究周报：工业互联网：下一产业制高点临近,中财网
2067,2018-03-05,机械制造：精选低估值优质龙头及战略新兴成长 荐8股,安信证券
2068,2018-03-05,机械制造：智能制造值得长期关注 荐5股,爱建证券
2069,2018-03-05,晶盛机电：专注成就长足发展的设备龙头 买入评级,中银国际
2070,2018-03-05,[优于大势评级]机械设备行业周报：大基金二期呼之欲出 集成电路产业有望突围,中财网
2071,2018-03-05,随机构脚步 找寻“独角兽”潜质股,新快报
2072,2018-03-05,70股获券商买入评级 金圆股份目标涨幅达78.52%,Wind
2073,2018-03-05,【机械-晶盛机电(300316)】王华君、朱荣华（联系人）：股权激励草案落地，在手订单保障业绩高增长-20180303,中泰证券研究所
2074,2018-03-05,【东吴晨报0305】【行业】电子【个股】中金公司、晶盛机电、中国联通,东吴研究所
2075,2018-03-05,【太平洋证券 今日早读】双汇发展点评|乾照光电、汇川技术公司点评|电新、机械设备行业追踪（20180305）,太平洋证券研究
2076,2018-03-05,【机械设备|刘国清团队太平洋证券】工程机械一季度可能超预期，板块回调即是买入机会,太平洋证券研究
2077,2018-03-05,"晶盛机电:发布股权激励草案,凝聚人心共谋发展",安信证券
2078,2018-03-05,"机械行业周报:我国工业机器人延续高景气,康尼机电完成募配发行工作",平安证券
2079,2018-03-04,【华创机械李佳团队】机械行业二月月报：动力电池回收利用试点实施方案发布，大基金二期重磅来袭,华创机械
2080,2018-03-04,【长江电新-周观点】时来易失，赴机在速,微信
2081,2018-03-03,光伏制造行业规范条件发布 四股有望直接受益,证券之星
2082,2018-03-02,[推荐评级]晶盛机电(300316)：股权激励方案出炉 业绩目标彰显发展信心,中财网
2083,2018-03-02,[买入评级]晶盛机电(300316)：股权激励方案落地 未来成长可期,中财网
2084,2018-03-02,[领先大市-A评级]2017年年报前瞻及行业回顾(新能源设备行业)：资源标的业绩继续高增长 风电有望迎来反转,中财网
2085,2018-03-02,东吴研究 | 月度策略及十大金股：关注通胀主线下的的配置机会,东吴研究所
2086,2018-03-02,【东吴晨报0302】【月策略】十大金股【个股】分众传媒、卫士通、理文造纸、南极电商等,东吴研究所
2087,2018-03-02,【浙商 新能源】晶盛机电：股权激励出台，未来高增长可期,浙商证券研究所
2088,2018-03-02,浙商早班车2018.03.02,浙商证券研究所
2089,2018-03-02,资产配置版图不断扩大，险资料强化制造业投资布局,中证报
2090,2018-03-01,晶盛机电公布2018年限制性股票激励计划（草案）,中证报
2091,2018-03-01,[推荐评级]机械设备行业快评：大基金二期拟募资1500-2000亿 预期加大设备投资利好国内设备龙头,中财网
2092,2018-03-01,券商评级:沪指低开高走收盘上扬 9股聚焦,证券之星
2093,2018-03-01,[中性评级]电力设备行业周报：新能源是趋势 龙头企业优势大,中财网
2094,2018-03-01,[推荐评级]晶盛机电(300316)首次覆盖报告：光伏单晶炉地位依旧强势 半导体+蓝宝石新工艺夺眼球,中财网
2095,2018-03-01,[中性评级]电力设备行业点评：春节期间电力设备板块动态情况和中短期市场观点,中财网
2096,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
2097,2018-03-01,【晶盛机电*陈显帆团队】业绩符合预期，存量订单锁定2018高增长,东吴研究所
2098,2018-03-01,【东吴晨报0301】【宏观】2月PMI【个股】晶盛机电、先导智能、东方国信、中航光电、信维通信等,东吴研究所
2099,2018-03-01,"机械行业:我国机器人产销增长68%,聚焦优质龙头及锂电、3C",安信证券
2100,2018-02-28,【安信机械】公司快报-晶盛机电：业绩大幅增长符合预期，多点开花打造晶体生长龙头,高端制造大视野
2101,2018-02-28,"晶盛机电2017年度业绩快报点评:业绩快报符合预期,单晶炉需求旺盛,新业务将加速业绩贡献",证券之星
2102,2018-02-27,巨丰复盘：权重股低迷拖累大盘 题材股轮番表现激活市场人气,巨丰财经
2103,2018-02-27,晶盛机电：2017年净利润同比增89.38%（快报）,Wind
2104,2018-02-27,巨丰收评：权重股回调无碍创业板反弹,巨丰财经
2105,2018-02-27,半导体、电子设备：春播行情来临 荐19股,银河证券
2106,2018-02-27,午评：分化走势凸显市场主线 创业板逆市走强,中财网
2107,2018-02-27,权重股偃旗息鼓 创业板逆市走强,巨丰财经
2108,2018-02-27,浙商早班车2018.02.27,浙商证券研究所
2109,2018-02-27,【浙商电子】半导体景气度向上，半导体板块全面上涨,浙商证券研究所
2110,2018-02-27,【太平洋证券 今日早读】电子行业点评|轻工造纸行业深度报告|农业周报|东易日盛公司点评（20170227）,太平洋证券研究
2111,2018-02-26,晶盛机电2017年度净利3.86亿元 同比增长89%,中证报
2112,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
2113,2018-02-26,晶盛机电：2017年净利润同比增89.38%（快报）,Wind
2114,2018-02-26,[推荐评级]机械设备行业周报：挖机需求强度持续 关注电池厂商招标进度,中财网
2115,2018-02-26,[增持评级]机械设备行业周报：战略重视油服、工业互联网优质标的预计3-4月工程机械销量数据靓丽,中财网
2116,2018-02-26,[增持评级]机械设备行业研究：持续积极配置锂电设备 关注工业互联网主题性机会,中财网
2117,2018-02-26,机械设备:把握下跌后成长和周期龙头的加仓机会,东吴证券
2118,2018-02-26,芯片国产化板块全面爆发，国科微、江丰电子携手涨停,Wind
2119,2018-02-26,机械设备行业周报：节后超跌反弹 板块方向还需观察,中财网
2120,2018-02-26,机械设备行业研究周报：双积分政策影响开始显现 继续看好锂电龙头长期趋势,中财网
2121,2018-02-26,芯片国产化板块逐步发力，上海新阳涨停,Wind
2122,2018-02-26,【机械设备|刘国清团队太平洋证券】三年后的机器人行业有什么不同？,太平洋证券研究
2123,2018-02-26,供需扩大硅晶圆首季报价再涨 五股有掘金机会,证券时报
2124,2018-02-25,【华创机械李佳团队】机械行业2018第8周周报：陕西年内开工10个煤化工项目，工程机械企业引来开门红,华创机械
2125,2018-02-25,【长江电新-周观点】行情如期而至，新能源风口长存,微信
2126,2018-02-25,机械制造：我国机器人产销增长68% 荐8股,安信证券
2127,2018-02-24,年报行情即将打响 6大板块业绩高增长股浮出水面,金融投资报
2128,2018-02-23,银河证券晨会纪要-180223,银河证券
2129,2018-02-22,[中性评级]电子行业周报：把握行业趋势 寻找半导体和消费电子细分领域投资机会,中财网
2130,2018-02-21,[买入评级]晶盛机电(300316)：蓝宝石技术再次获得突破,中财网
2131,2018-02-21,[买入评级]晶盛机电(300316)：450公斤级蓝宝石晶体面世 有望受益于MICRO LED行业发展,中财网
2132,2018-02-21,上周基金调研24家公司 建筑与工程受关注,中国基金报
2133,2018-02-17,305公司利润不断改善 54家步入绩优股行列,证券时报
2134,2018-02-14,五大券商下周看好6板块37股,证券之星
2135,2018-02-14,晶盛机电：450公斤级蓝宝石晶体面世，有望受益于Micro LED行业发,南方财富网
2136,2018-02-14,银河证券晨会纪要-180214,银河证券
2137,2018-02-13,13日晚间利好消息速递（更新中）,证券时报网
2138,2018-02-13,晶盛机电：全球最大450公斤级蓝宝石晶体在晶环电子诞生,e公司
2139,2018-02-13,【机械设备|刘国清团队太平洋证券】看好3、4月份工程机械旺季销售超预期,太平洋证券研究
2140,2018-02-13,【太平洋证券 今日早读】星光农机点评|非银、食饮、化工等行业追踪|鸿利智汇、万里扬公司点评|电新行业深度报告（20180213）,太平洋证券研究
2141,2018-02-12,[领先大市-A评级]机械行业周报：坚守价值成长 下跌关注优质龙头及新兴成长,中财网
2142,2018-02-12,[强于大市评级]机械行业周报：板块深度调整 关注被错杀的细分行业龙头与优质成长标的,中财网
2143,2018-02-12,[买入评级]机械设备行业周报：盈利复苏 分红稳中向上,中财网
2144,2018-02-12,创业板涨近2% 13股业绩大增(名单),证券时报
2145,2018-02-12,13家公司业绩大增 机构密集调研,证券时报
2146,2018-02-12,东吴证券：把握机械设备龙头加仓机会,金融界
2147,2018-02-12,节前机构调研63家公司 机构关注“大消费”板块机会,中证报
2148,2018-02-11,【长江电新-周观点】潮退珍珠见，淡季当布局,长江电力设备新能源
2149,2018-02-11,[强于大市评级]机械设备行业研究周报：机械板块股票质押风险整体可控 须谨慎关注高质押率+突破平仓线个股,中财网
2150,2018-02-11,[推荐评级]电子行业简评研究：板块已具较好的投资价值 调整中优选细分领域龙头,中财网
2151,2018-02-09,银河证券晨会纪要-180209,银河证券
2152,2018-02-09,巨丰热点前瞻：市场结构性调整或引发分化格局延续,巨丰财经
2153,2018-02-09,巨丰早评：A股反弹再现迷雾,巨丰财经
2154,2018-02-08,巨丰复盘：上证50折戟致沪指创阶段新低,巨丰财经
2155,2018-02-08,晶盛机电：蓝宝石材料业务销售形势较好，后续会逐步扩产,Wind
2156,2018-02-08,创业板持续活跃，指数涨逾1%,Wind
2157,2018-02-07,[增持评级]深度*行业*机械行业周报：油服板块持续升温 迎来估值消化期,中财网
2158,2018-02-06,晶盛机电及下属控股子公司累计收到政府补助8138万元,中证报
2159,2018-02-06,[推荐评级]机械设备行业点评报告：机械行业信托持股、股权质押、业绩预告情况,中财网
2160,2018-02-06,[推荐评级]机械设备行业周报：油价预期乐观 看好油服装备行业,中财网
2161,2018-02-05,[领先大市-A评级]机械行业周报：聚焦优质成长标的 继续关注铁、工、油周期复苏,中财网
2162,2018-02-05,[推荐评级]机械设备行业周报：中海油2018计划资本支出显著增长 工程机械2017出口额首破200亿元,中财网
2163,2018-02-05,[买入评级]机械设备行业周报：从卡特彼勒财报看全球工程机械需求复苏,中财网
2164,2018-02-05,[强于大市评级]机械行业周报：工信部印发重大技术装备推广应用指导目录 新奥股份启动配股工作,中财网
2165,2018-02-05,[强于大市评级]油服装备行业研究周报：油价回升 行业拐点显现,中财网
2166,2018-02-05,机械设备行业周报：优先关注有涨价预期支撑的工程机械和油气开采龙头,中财网
