,2021-12-31,2021酒业盘点丨轮番涨价背后，白酒市场隐现新一轮战局,新京报
2624,2018-08-27,巨丰午评：积极因素促A股普涨,巨丰财经
2625,2018-08-27,白酒板块单边上行，顺鑫农业触及涨停,Wind
2626,2018-08-27,【安信食品|专题】食品饮料行业已出中报情况简析和总结,安信食饮
2627,2018-08-24,茅台洋河古井贡等白酒巨头频繁互访 引竞合发展潮流,中国网
2628,2018-08-22,看好中国｜消费升级——白酒优质公司估值优势明显,巨丰财经
2629,2018-08-21,古井贡酒午后冲击涨停 预计上半年净利增超5成,新浪
2630,2018-08-21,古井贡酒三获“华谱奖” 成就中国白酒榜样力量,中新网
2631,2018-08-21,白酒股全线回暖,Wind
2632,2018-08-21,"食品饮料行业周报:基本面无异常,板块回调配置价值凸显",山西证券
2633,2018-08-20,[推荐评级]食品饮料行业周报：聚焦确定性最优品种,中财网
2634,2018-08-20,[买入评级]食品饮料行业周报：调整后关注优质价值股机会,中财网
2635,2018-08-20,[领先大市-A评级]食品饮料行业周报：本期专题：河南白酒实地调研反馈,中财网
2636,2018-08-20,[增持评级]食品饮料行业周报：中报业绩整体良好 静待中秋旺季行情,中财网
2637,2018-08-20,[推荐评级]食品饮料行业周报：市场低迷致板块杀跌 但基本面依旧稳定向好,中财网
2638,2018-08-20,方正证券：白酒行业基本面平稳，把握布局机会,Wind
2639,2018-08-20,[买入评级]食品饮料行业投资策略：白酒企业二季度淡季仍保持较快增长 继续看好白酒和食品龙头,中财网
2640,2018-08-19,日常消费品：继续看好白酒和食品龙头 荐16股,广发证券
2641,2018-08-16,半年报解读丨八成营收来自省内，徽酒口子窖如何突出重围？,搜狐
2642,2018-08-16,[推荐评级]古井贡酒(000596/200596)调研纪要：年份原浆品牌品质再升级 进攻周边省市,中财网
2643,2018-08-14,[看好评级]食品饮料行业周报：短期消费带来波动 行业基本面无异常,中财网
2644,2018-08-14,[推荐评级]食品饮料行业周报：白酒调研反馈积极 绝味需求向好扩产继续,中财网
2645,2018-08-14,股市快讯：白酒股早盘集体走强 古井贡酒领涨,中国经济网
2646,2018-08-13,[推荐评级]食品饮料行业周报：七月线上增速有所回落 线下茅台终端需求最旺,中财网
2647,2018-08-13,[推荐评级]食品饮料行业周报：白酒本质是结构性趋势 悲观预期致板块超跌,中财网
2648,2018-08-13,古井高层访茅台，李保芳：做好自己支持别人，推动行业健康发展,中国经营网
2649,2018-08-13,【白酒本质是结构性趋势，悲观预期致板块超跌—方正食品饮料180812】,虎哥的研究
2650,2018-08-09,古井贡半年报点评：上半年净利润同比增长50%～70%,佳酿网
2651,2018-08-07,"食品饮料行业周报:行业基本面良好,板块回调配置良机凸显",山西证券
2652,2018-08-06,【有基本面、有业绩，静待市场转机—方正食品饮料180805】,虎哥的研究
2653,2018-07-31,[看好评级]食品饮料行业周报：白酒行稳致远景气不变 榨菜中报超预期继续推荐,中财网
2654,2018-07-31,[买入评级]食品饮料行业周报：白酒、食品龙头中期业绩增长良好 建议关注白酒、食品龙头,中财网
2655,2018-07-31,食品饮料行业动态：市场再次低估了名酒成长的可持续性,中财网
2656,2018-07-31,"食品饮料行业2018年第29期:中报在即,业绩坚实是核心亮点",国联证券
2657,2018-07-30,[推荐评级]古井贡酒(000596/200596)公司动态：新一轮全国化扩张战略值得关注,中财网
2658,2018-07-30,日常消费品：建议关注白酒及食品龙头 荐18股,广发证券
2659,2018-07-30,[增持评级]食品饮料每周小评：中报值得期待 静待板块改善再起航,中财网
2660,2018-07-29,日常消费品：静待旺季到来 荐5股,中泰证券
2661,2018-07-28,古井贡的百亿梦：“举战旗”还是“放卫星”,中国经营报
2662,2018-07-27,[推荐评级]食品饮料行业动态报告：半年报预计向好 白酒确定性最强,中财网
2663,2018-07-26,古井贡酒：7月25日融资余额为2.04亿元，较前一日骤降8.86%,Wind资讯
2664,2018-07-25,叫停新增品牌运用商 古井贡主攻双品牌战略,北京商报
2665,2018-07-25,[强于大市评级]食品饮料行业专题报告：食饮&白酒2Q超配加大 北上资金偏爱绝对龙头,中财网
2666,2018-07-25,[看好评级]食品饮料行业周报：中报业绩捷报频传 关注超预期个股,中财网
2667,2018-07-25,[看好评级]2018年基金中报分析(食品、饮料与烟草行业)：消费环比加仓 未来震荡向上,中财网
2668,2018-07-24,2018年基金中报分析：消费环比加仓，未来震荡向上【食品饮料黄付生团队｜太平洋证券】,食品饮料大消费黄付生
2669,2018-07-24,[推荐评级]食品饮料行业深度研究报告：板块重仓比例提升 聚焦稳定性龙头,中财网
2670,2018-07-24,[买入评级]食品饮料行业周报：关注中报业绩释放 坚守龙头寻找确定性机会,中财网
2671,2018-07-24,白酒股尾盘发力，顺鑫农业强势涨停,Wind
2672,2018-07-24,食品饮料：白酒延续一季报趋势次高端是亮点,顶尖财经网
2673,2018-07-24,[看好评级]食品/饮料与烟草行业周报：从三聚氰胺/瘦肉精/塑化剂看恶性事件的影响,中财网
2674,2018-07-24,[推荐评级]食品饮料行业周报：名酒企成长逻辑依然清晰 板块性价比仍在,中财网
2675,2018-07-24,[强于大市评级]深度*行业*食品饮料行业周报：受益于高增长和稳定性 2Q18食品饮料基金仓位重新上升,中财网
2676,2018-07-24,[推荐评级]古井贡酒(000596/200596)观点聚焦：引领安徽次高端 全价位享受省内消费升级大空间,中财网
2677,2018-07-24,反弹行情主力买买买 10股受机构资金追捧,投资快报
2678,2018-07-23,【国君食品】2018Q2基金重仓食品饮料板块分析：预期高企、抱团明显，Q2板块基金重仓回升,OhShopping讲饮讲食
2679,2018-07-23,[看好评级]食品饮料行业周报：基金Q2持仓明显提升 继续看好板块配置价值,中财网
2680,2018-07-23,[同步大市评级]食品饮料行业周报：休闲卤制品：商业模式的“楚汉之争”,中财网
2681,2018-07-23,深度*行业*基金2Q18食品饮料仓位：仓位重新上升,中财网
2682,2018-07-23,[推荐评级]食品饮料行业周报：中报业绩前瞻,中财网
2683,2018-07-23,古井贡酒叫停新增古井系品牌运营商 或为减少品牌资源内耗,中国网
2684,2018-07-23,[增持评级]中泰食品饮料周报：洋河&乳业数据跟踪,中财网
2685,2018-07-23,[强于大市评级]食品饮料行业周报：2H18奶粉竞争有望趋缓 头部品牌分享注册制红利,中财网
2686,2018-07-23,[推荐评级]食品饮料行业周报：茅台数据超预期 五粮液改革再加速,中财网
2687,2018-07-23,【中报业绩前瞻—方正食品饮料180722】,虎哥的研究
2688,2018-07-23,"食品饮料行业周报:中报行业盈利良好,看好白酒及必须消费板块",国海证券
2689,2018-07-20,古井贡停止新增品牌运营商,佳酿网
2690,2018-07-19,[推荐评级]食品饮料行业中报预览：高端稳增向好 大众略有分化,中财网
2691,2018-07-18,看好中国｜消费升级——白酒股全年增长无忧,巨丰财经
2692,2018-07-17,百亿“最富教授”减持两公司！他还持有古井贡酒、奇瑞和一家新三板企业,e公司
2693,2018-07-17,古井贡酒：业绩加速表现超预期,国联证券
2694,2018-07-17,[推荐评级]食品饮料行业周报：白酒淡季持续看好 食品推荐西王食品,中财网
2695,2018-07-17,[强于大市评级]深度*行业*食品饮料行业周报：白酒中报值得期待,中财网
2696,2018-07-17,"食品饮料行业跟踪周报:淡季不淡,把握板块长期逻辑与短期催化",东吴证券
2697,2018-07-16,[看好评级]食品饮料行业周报：高端酒价格已上行 看好板块下半年估值切换行情,中财网
2698,2018-07-16,[推荐评级]食品饮料行业周报：白酒中期业绩频预喜 行业处于盈利能力扩张期,中财网
2699,2018-07-16,7月16日早间行业热点聚焦,中证网
2700,2018-07-16,【市场反弹小白马先行，五粮液批价回升—方正食品饮料180715】,微信
2701,2018-07-13,机构博弈古井贡酒 游资追捧天华超净,证券时报
2702,2018-07-13,7月13日A股龙虎榜揭秘，机构最青睐5股,Wind
2703,2018-07-13,龙虎榜解密|白酒涨价？3机构爆买近1.4亿，古井贡酒强势涨停!,云掌财经
2704,2018-07-13,机构席位买入古井贡酒，深股通卖出风华高科,Wind
2705,2018-07-13,古井贡酒龙虎榜数据（7月13日）,Wind
2706,2018-07-13,白酒股持续走强整体涨逾2% 古井贡酒涨逾8%,中国经济网
2707,2018-07-13,酿酒行业表现强势 古井贡酒逼近涨停,金融界
2708,2018-07-13,白酒股逐步走强，口子窖领涨3%,Wind
2709,2018-07-12,[买入评级]食品饮料行业周报：高端、区域白酒龙头基本面良好 建议关注白酒、食品龙头,中财网
2710,2018-07-12,行业高景气助推白酒股业绩向好,大众证券报
2711,2018-07-11,[中性评级]古井贡酒(000596)点评：产品结构改善推动二季度业绩快报好于预期,中财网
2712,2018-07-11,[超配评级]食品饮料行业月度策略观点：H1阿里数据总结：淡季不淡 龙头强势依旧,中财网
2713,2018-07-10,7月战术反弹只会迟到不会落空！21股机构看涨60%,Wind
2714,2018-07-10,"食品饮料行业周报:中期业绩捷报频传,白酒继续快速奔跑",证券之星
2715,2018-07-10,"食品饮料行业周报:市场带动板块补跌,调整带来配置良机",山西证券
2716,2018-07-09,【申万食品饮料-吕昌团队】 周观点（7月第1周）：板块中期业绩确定 当前时点配置价值凸显,申万食品饮料研究
2717,2018-07-09,[看好评级]食品饮料行业周报：板块中期业绩确定 当前时点配置价值凸显,中财网
2718,2018-07-09,[增持评级]食品饮料每周小评：市场情绪仍偏谨慎 6月零食电商龙头继续高速,中财网
2719,2018-07-09,"食品饮料行业周报:关注绩优股追随真成长,重视必须消费子行业",国海证券
2720,2018-07-09,"食品饮料行业2018下半年投资策略:买入白酒时间玫瑰,迎接大众消费之春",申万宏源
2721,2018-07-08,【中泰食品饮料】周观点28：估值回落凸显性价比，重视中报行情,微信
2722,2018-07-06,白酒板块高景气度有望延续 机构扎堆看好6只潜力股,证券日报
2723,2018-07-05,[超配评级]食品饮料行业2018年下半年投资策略：穿越周期优中选优 享受稳定增长的长牛溢价,中财网
2724,2018-07-05,36股获券商买入评级 中航资本目标涨幅达106.09%,Wind
2725,2018-07-04,[看好评级]食品饮料行业5月数据点评：食品CPI增速环比下降 GDT奶价下行 肉价回升,中财网
2726,2018-07-04,[推荐评级]食品饮料行业周报：咬定业绩不放松 板块回调名优标的再现买入良机,中财网
2727,2018-07-04,[推荐评级]食品饮料行业周报：白酒进入调整期?分化集中是核心-附古井/水井/舍得/汾酒/达利/啤酒调研反馈,中财网
2728,2018-07-04,45股获券商买入评级 巨星科技目标涨幅达55.54%,Wind
2729,2018-07-03,中报行情成大跌中一抹亮色 8股高增长且低估,证券时报
2730,2018-07-03,"古井贡酒:业绩超预期,高端产品放量增长优化产品结构",正点财经
2731,2018-07-03,古井贡酒：用中国文化讲好中国白酒故事,中新网
2732,2018-07-03,古井贡酒（000596）【申万食品饮料-吕昌、张喆】2018H1业绩预告点评：业绩超预期、产品结构持续优化,申万食品饮料研究
2733,2018-07-03,白酒股集体杀跌，舍得酒业跌超8%,Wind
2734,2018-07-03,[看好评级]食品饮料行业周报：Q2超额收益20%回调正常 继续买入板块确定性,中财网
2735,2018-07-03,25股获券商买入评级，跨境通目标涨幅达93.04%,Wind
2736,2018-07-03,日常消费行业动态：5月多数品类商超渠道销售额增速不及4月,中财网
2737,2018-07-03,[推荐评级]古井贡酒(000596/200596)业绩预览：次高端继续高成长 利润大超市场预期,中财网
2738,2018-07-03,[看好评级]食品饮料行业周报：白酒行业景气度持续 建议关注中报超预期个股,中财网
2739,2018-07-03,182只中报预喜股逆市逞强 4只个股有望再接再厉,证券日报
2740,2018-07-03,中报预喜股逆市逞强 8只白马股业绩预告公布日齐涨,证券日报
2741,2018-07-02,长江食品：食品饮料行业2018年中报前瞻,长江食品饮料研究
2742,2018-07-02,净利润同比增长50%-70% 券商：古井贡酒业绩超市场预期,佳酿网
2743,2018-07-02,明日最具投资机会六大牛股一览（2018年7月2日）,中财网
2744,2018-07-02,[领先大市-A评级]食品饮料行业周报：水井坊两次要约的异同和借鉴,中财网
2745,2018-07-02,[强推评级]古井贡酒(000596)重大事项点评：大超市场预期 高端产品加速放量,中财网
2746,2018-07-02,[推荐评级]食品饮料行业周报：古井贡酒超预期 强化区域次高端龙头主线逻辑,中财网
2747,2018-07-02,上证50指数跌逾2% 成分股全线飘绿,证券之星
2748,2018-07-02,古井贡酒：规模效应下净利率提升，业绩超预期,国海证券
2749,2018-07-02,小盘股支撑盘面活跃度,红周刊
2750,2018-07-02,[推荐评级]2018年中期食品饮料行业投资策略报告：布局白酒享受业绩释放 关注大众品细分市场头部企业,中财网
2751,2018-07-02,【招商食品】古井贡酒：超越市场预期，逻辑全面兑现,招商食品饮料
2752,2018-07-02,白酒板块早盘全线上涨 古井贡酒上涨超过5%,中国经济网
2753,2018-07-02,酿酒板块领涨 古井贡酒再度刷新高点,腾讯网
2754,2018-07-02,[买入评级]古井贡酒(000596)公告点评：中报预告超预期 产品结构升级提升业绩弹性,中财网
2755,2018-07-02,【异动股】白酒板块迅速走强 古井贡酒(000596-CN)涨超8%,财华社
2756,2018-07-02,白酒板块大幅走高 古井贡酒涨逾8%,证券时报网
2757,2018-07-02,快讯：白酒板块异动拉升 古井贡酒涨逾5%,新浪
2758,2018-07-02,白酒股逆势走强，古井贡酒半年报预喜领涨5%,Wind
2759,2018-07-02,【古井贡酒超预期，强化区域次高端龙头主线逻辑—方正食品饮料180701】,虎哥的研究
2760,2018-07-02,【古井贡酒业绩预告点评：业绩超预期，结构加速升级—方正食品饮料180701】,虎哥的研究
2761,2018-07-02,古井贡酒发布2018半年度业绩预告 净利同比增长增50%～70%,佳酿网
2762,2018-07-02,盘前必读公告：这些股不容错过！,巨丰财经
2763,2018-07-02,"食品饮料行业周报:迎接中报行情,建议关注超预期个股",国海证券
2764,2018-07-01,【华创食饮董广阳龚源月团队】古井贡酒半年度业绩预告点评：大超市场预期，高端产品加速放量,微信
2765,2018-07-01,[公司]古井贡酒预计上半年净利同比增长50%-70%,全景网
2766,2018-07-01,晚间重要公告2018年7月1日星期日,Wind
2767,2018-07-01,古井贡酒中报业绩预增50%–70%,金融界
2768,2018-07-01,古井贡酒：上半年净利润预计同比增长50%-70%,Wind
2769,2018-06-29,24股获券商买入评级 保隆科技目标涨幅达131.84%,Wind
2770,2018-06-29,"食品饮料行业双周报:板块分化,食饮行业防御属性凸显",中航证券
2771,2018-06-28,A股共发生60宗大宗交易成交42.71亿元（6月28日）,Wind
2772,2018-06-28,古井贡酒今日大宗交易成交3万股，成交价85.0元折价0.0%,Wind资讯
2773,2018-06-28,酿酒板块走弱 舍得酒业、古井贡酒跌逾5%,证券时报网
2774,2018-06-28,白酒股继续杀跌拖累指数，古井贡酒跌超5%,Wind
2775,2018-06-27,[强烈推荐评级]古井贡酒(000596)十五年复盘暨展望：回归与振兴的徽酒龙头,中财网
2776,2018-06-27,券商评级:沪指收盘跌逾1% 九股兼具攻防价值,证券之星
2777,2018-06-27,深耕安徽，聚焦中高端消费者培育,红周刊
2778,2018-06-27,[推荐评级]食品饮料行业周报：五泸淡季政策显底气 酒鬼渠道反馈积极,中财网
2779,2018-06-27,古井贡酒：盈利能力还有较大提升空间,红周刊
2780,2018-06-26,[领先大市-A评级]食品饮料行业周报：抗跌明显 地产酒中报值得期待,中财网
2781,2018-06-26,古井贡酒股票分析：回归与振兴 古井十五年复盘文字实录,招商证券
2782,2018-06-26,[买入评级]食品饮料行业投资策略：第三轮白酒牛市继续 食品龙头受益消费升级,中财网
2783,2018-06-26,[增持评级]食品饮料行业每周小评：618休闲食品翻倍增长 三大龙头持续收割流量,中财网
2784,2018-06-26,古井贡酒创历史新高,中证报
2785,2018-06-25,看好中国|消费升级——白酒股新高不断,巨丰财经
2786,2018-06-25,快讯：白酒股持续走强 古井贡酒大涨5%,每日经济新闻
2787,2018-06-25,快讯：酿酒板块早盘走强 古井贡酒涨5.5%,证券时报
2788,2018-06-25,白酒股逐渐走强，古井贡酒大涨6%,Wind
2789,2018-06-25,"食品饮料行业周报:白酒控货挺价,建议关注中高端白酒和食品龙头",国海证券
2790,2018-06-24,[买入评级]古井贡酒(000596)深度研究：徽酒消费升级次高端放量驱动增长 销售费用率下降有望推动盈利提升,中财网
2791,2018-06-22,35股获券商买入评级，中航资本目标涨幅达107.89%,Wind
2792,2018-06-21,"食品饮料行业周报:系统回调凸显板块配置价值,优选白酒及大众品龙头",申万宏源
2793,2018-06-20,6月20日午间行业热点聚焦,中证网
2794,2018-06-20,申万宏源晨会纪要-180620,申万宏源
2795,2018-06-13,百家快消与零售企业角逐影响力TOP榜:谁将登顶榜首？,新浪
2796,2018-06-13,[推荐评级]食品饮料行业周报：五粮液集团明年收入跨千亿台阶 看好中档白酒及小食品,中财网
2797,2018-06-13,巨丰早评：两事件将正面刺激A股,巨丰财经
2798,2018-06-13,6只白酒股创历史新高 机构预判三季度或将分化,证券日报
2799,2018-06-12,机构龙虎榜:机构关注白酒股 一机构买古井贡酒1794万,金融界
2800,2018-06-12,龙虎榜：1只个股获机构净买入,和讯
2801,2018-06-12,6月12日A股龙虎榜揭秘，机构净卖出7股,Wind
2802,2018-06-12,龙虎榜：既是白酒股又是猪肉概念 这只农业大股涨势正嗨,巨丰财经
2803,2018-06-12,古井贡酒龙虎榜数据（6月12日）,Wind
2804,2018-06-12,深股通买入中粮生化卖出古井贡酒，机构席位出货泰格医药,Wind
2805,2018-06-12,巨丰收评：市场重现普涨局面,巨丰财经
2806,2018-06-12,酿酒板块走强 古井贡酒大涨超7%,e公司
2807,2018-06-12,白酒股开始发力带动沪指翻红，古井贡酒大涨7%,Wind
2808,2018-06-12,24股获券商买入评级 神州数码目标涨幅达54.02%,Wind
2809,2018-06-11,[优于大势评级]食品饮料行业周报：估值中枢持续上行 继续关注龙头,中财网
2810,2018-06-11,古井贡酒：回归与振兴的徽酒龙头,佳酿网
2811,2018-06-11,【微观中国·白酒篇】5月：古井贡酒保持高增，洋河高端化趋势明显,华创证券研究
2812,2018-06-11,食品饮料行业周报:食品饮料究竟贵不贵?,证券之星
2813,2018-06-08,"食品饮料行业2018年第21期:食品饮料板块逆市上扬,关注大众食品",国联证券
2814,2018-06-06,抢权行情能否上演？ 这些股即将实施分红,证券时报
2815,2018-06-04,[增持评级]食品饮料每周小评：紧抱二线食品龙头 寻找相对收益,中财网
2816,2018-06-04,看苏酒、徽酒区域龙头崛起的背景,长江食品饮料研究
2817,2018-06-04,[增持评级]中泰食品饮料行业周报：收益显著 再推伊利,中财网
2818,2018-06-04,[推荐评级]食品饮料行业周报：确定性的白酒 催化中的啤酒 改善中的乳业,中财网
2819,2018-06-04,[强于大市评级]深度*行业*食品饮料行业周报：关于白酒周期的两点不同看法,中财网
2820,2018-06-04,食品饮料行业周报:看好运营能力强的中高端白酒企业及具备新品类、新商模的食品类公司,国海证券
2821,2018-06-02,游资高位博弈深信服 白马康得新再遭闪崩,投资快报
2822,2018-06-02,强敌环伺 徽酒老大古井贡的荣光与烦恼,中国经营报
2823,2018-05-31,弱势中机构大举入驻这些股,证券时报
2824,2018-05-31,22股获券商买入评级 通威股份目标涨幅达52.88%,Wind
2825,2018-05-31,【食品饮料|黄付生团队太平洋证券】古井贡酒(000596)：产品升级市场扩张，新逻辑加速利润释放,太平洋证券研究
2826,2018-05-31,"食品饮料行业2018年第20期:白酒行业周期仍在路上,啤酒利润诉求强化",国联证券
2827,2018-05-30,机构龙虎榜:白酒获机构避险 3机构买古井贡酒1.05亿,金融界
2828,2018-05-30,古井贡酒：股价涨幅异常 不存在未披露的重大事项,e公司
2829,2018-05-30,龙虎榜：机构买入这6股 卖出古井贡酒5382万元,第一财经
2830,2018-05-30,A股并无世界杯魔咒 大数据推演世界杯行情,巨丰财经
2831,2018-05-30,古井贡酒三天涨近两成 机构博弈激烈,e公司
2832,2018-05-30,古井贡酒龙虎榜数据（5月30日）,Wind资讯
2833,2018-05-30,酒类股午后上扬，顺鑫农业、莫高股份领涨,Wind
2834,2018-05-29,安徽白酒消费升级持续 区域酒企发力次高端,证券时报网
2835,2018-05-29,午间研报精选：可关注古井贡酒、洋河股份两只白酒股,和讯
2836,2018-05-29,快讯：白酒板块早盘再度大热 古井贡酒大涨超6%,新浪
2837,2018-05-29,古井贡酒：全力聚焦次高端年份原浆,中金公司
2838,2018-05-29,食品饮料调研反馈强化区域次高端逻辑 食品饮料龙头股有哪些,方正证券
2839,2018-05-29,揭秘白酒厂商“数字游戏”“年份酒”乱象几时休？,中新网
2840,2018-05-29,【异动股】白酒板块拉升走强 古井贡酒(000596-CN)涨超5%,财华社
2841,2018-05-29,金股预测早间版：8股有望开启估值修复,巨丰财经
2842,2018-05-29,【食品饮料丨薛玉虎】调研反馈强化区域次高端逻辑，继续强推,方正证券研究
2843,2018-05-29,A股延续“喝酒吃药”行情 机构揭秘白酒板块崛起逻辑,中财网
2844,2018-05-29,巨丰早评：市场超跌后必有反弹,巨丰财经
2845,2018-05-29,【食品饮料|黄付生团队太平洋证券】从股东大会看食品饮料：龙头稳健，精选成长,太平洋证券研究
2846,2018-05-29,古井贡酒股东“点金术”：复旦“最富教授”投资9年增值90亿,搜狐
2847,2018-05-29,【方正策略】持续看好二线龙头,策略研究
2848,2018-05-29,机构揭秘白酒板块崛起逻辑 逾7亿大单涌入8只龙头股,证券日报
2849,2018-05-28,5月28日A股龙虎榜揭秘，机构抢筹2股,--
2850,2018-05-28,龙虎榜解密|古井内部涨价会议曝光？3机构+深股通爆买4393万！,云掌财经
2851,2018-05-28,机构席位抛售古井贡酒二三四五顺鑫农业，买入东华软件,Wind
2852,2018-05-28,数据王：酿酒板块飙5% 谨防一日游行情,巨丰财经
2853,2018-05-28,涨停板解密：三大板块受资金大力追捧！（5月28日）,Wind
2854,2018-05-28,28日潜力排行榜居前板块(附股),证券之星
2855,2018-05-28,周一沪深两市持续走弱 古井贡酒等个股纷纷涨停,股城网
2856,2018-05-28,名博预测明日走势：反弹或将一触即发,证券之星
2857,2018-05-28,[买入评级]古井贡酒(000596)动态点评：受益消费升级 盈利弹性大,中财网
2858,2018-05-28,巨丰收评：吃药喝酒成弱市亮点 规避一类股风险,巨丰财经
2859,2018-05-28,茅台疯涨之后 二线白酒股也集体疯了,搜狐
2860,2018-05-28,[增持评级]食品饮料每周小评：持仓、竞争优势、ROE三大角度优选细分领域龙头,中财网
2861,2018-05-28,快讯：白酒股盘初异动拉升 古井贡酒领涨,中国经济网
2862,2018-05-28,[强于大市评级]深度*行业*食品饮料行业周报：排位赛之争 越争越精彩,中财网
2863,2018-05-28,[增持评级]中泰食品饮料行业周报：区域酒升级周期兴起 啤酒牛市持续演绎,中财网
2864,2018-05-28,【调研反馈强化区域次高端逻辑，继续强推—方正食品饮料180527】,虎哥的研究
2865,2018-05-28,24股获券商买入评级，内蒙一机目标涨幅达34.22%,Wind
2866,2018-05-26,强敌环伺 徽酒老大古井贡的荣光与烦恼,中国经营报
2867,2018-05-25,【招商食品】古井贡酒：冲刺百亿年，业绩潜力大，继续强烈推荐,招商食品饮料
2868,2018-05-25,中国白酒出海十年仍“摸着石头过河”：茅台一年20亿难扛大旗,斑马消费
2869,2018-05-25,食品饮料行业:二季度为板块最佳投资时点,申万宏源
2870,2018-05-25,涨价概念行情将深化 重点关注掌握涨价权的公司,深圳商报
2871,2018-05-23,食品饮料行业周报:顺鑫农业受益于市场偏好变化和大众消费升温,证券之星
2872,2018-05-22,口子窖——徽酒龙头，进入加速升级窗口期,微信
2873,2018-05-22,"食品饮料行业数据周报:俄罗斯世界杯在即,建议关注啤酒板块",山西证券
2874,2018-05-21,[推荐评级]食品饮料行业周报：论白酒行业的周期性,中财网
2875,2018-05-21,[看好评级]食品饮料行业周报：大众消费普涨精选龙头 白酒看好次高端及高端,中财网
2876,2018-05-21,【安信食品周观点第18周-20180520】,微信
2877,2018-05-21,【论白酒行业的周期性—方正食品饮料180520】,虎哥的研究
2878,2018-05-21,古井贡酒“高毛利、低净利”之谜：每年挥洒百万瓶样品酒,斑马消费
2879,2018-05-21,"食品饮料行业:“入摩”情绪高涨,关注低估值的地产酒",东北证券
2880,2018-05-17,华创证券：负面情绪修复 白酒行业演绎超长景气周期？,金融界
2881,2018-05-16,啤酒等消费股异军突起 为何机构热捧消费股？,证券时报
2882,2018-05-16,[买入评级]食品饮料行业周报：白酒淡季上挺终端价 建议关注白酒和食品龙头,中财网
2883,2018-05-15,看好中国｜消费升级——白酒股业绩持续释放,巨丰财经
2884,2018-05-15,[买入评级]食品饮料行业周报：世界杯将临啤酒表现出众 大众酒领涨白酒板块,中财网
2885,2018-05-15,[看好评级]食品饮料行业周报：二季度为板块最佳投资时点 前有大众之春 后有时间玫瑰,中财网
2886,2018-05-15,中国白酒分化加剧：二线下酒企警钟敲响，谁是下一个出局者？,斑马消费
2887,2018-05-15,【山证食品】食品饮料行业周报（20180507--20180513）：行业景气度延续，建议关注大众酒板块,山西证券研究所
2888,2018-05-15,年份酒标准将出台 提高准入门槛,新京报
2889,2018-05-14,[强于大市评级]深度*行业*食品饮料行业周报：季报收官 白酒如期高增,中财网
2890,2018-05-14,[推荐评级]食品饮料行业周报：短期优先加速二线品牌 继续强推大众品小龙头,中财网
2891,2018-05-14,[增持评级]食品饮料每周小评：白酒密集提价彰显业内信心 大众品挖掘细分龙头,中财网
2892,2018-05-14,[领先大市-A评级]食品饮料行业周报：食品饮料强劲反弹 安徽调研验证“地产酒春天”,中财网
2893,2018-05-14,[看好评级]食品、饮料与烟草行业周报：坚定持有 延续反弹,中财网
2894,2018-05-14,[增持评级]中泰食品饮料行业周报：区域酒超额收益凸显 啤酒旺季行情加速到来,中财网
2895,2018-05-14,【招商食品周观点】入摩重构估值体系，继续买入白酒超长景气周期,招商食品饮料
2896,2018-05-14,大涨过后能否继续高增长?换个思维看白酒板块,佳酿网
2897,2018-05-14,怎么看大众酒的估值复苏？,长江食品饮料研究
2898,2018-05-13,"【口子窖深度报告：蓄势经年又东风,徽酒王者已归来—方正食品饮料180513】",虎哥的研究
2899,2018-05-13,【区域龙头引领板块新一轮上涨，MSCI纳入在即关注龙头机会—方正食品饮料180513】,虎哥的研究
2900,2018-05-13,食品饮料强劲反弹，安徽调研验证“地产酒春天”【安信食品周观点第17周-20180513】,微信
2901,2018-05-11,古井贡酒股价高位触跌停 高增长经营现金流一滑再滑,中国经济网
2902,2018-05-11,为什么二线白酒股在疯涨？,金融之家
2903,2018-05-11,古井贡酒四大核心产品全面提价 最高提价达240元/箱,佳酿网
2904,2018-05-10,[看好评级]白酒行业2017&18Q1全面总结及当前观点：把价值交给时间 让玫瑰静静绽放,中财网
2905,2018-05-10,白酒板块拉升 古井贡酒领涨,证券之星
2906,2018-05-10,快讯：白酒板块早盘持续走强 古井贡酒涨近5%,新浪
2907,2018-05-10,酿酒板块集体拉升 古井贡酒涨近6%,e公司
2908,2018-05-10,酒类板块逐步走强,Wind
2909,2018-05-10,[强于大市评级]食品饮料行业周报：行业景气度仍高 与产业赢家共舞,中财网
2910,2018-05-10,"白酒终端(线上及线下)调查系列九:价格波动区间收窄,把价值交给时间",申万宏源
2911,2018-05-09,看好中国｜消费升级——高端酒业绩爆发,巨丰财经
2912,2018-05-09,[看好评级]食品饮料行业周报：底部区域 提前布局,中财网
2913,2018-05-09,[买入评级]食品饮料行业周报：4月份阿里系平台销售跟踪：白酒和食品龙头表现亮眼,中财网
2914,2018-05-09,[增持评级]中泰食品饮料行业周报：稳持高端收获全年 加配改善弹性标的,中财网
2915,2018-05-09,黑马股推荐：2018年5月9日推荐6只黑马股,至诚财经
2916,2018-05-09,[推荐评级]食品饮料行业2017年年报及2018年一季报业绩综述：行业加速增长 关注估值修复,中财网
2917,2018-05-08,[推荐评级]食品饮料行业周报：二线短期更优 中期仍看龙头,中财网
2918,2018-05-08,[领先大市-A评级]食品饮料行业周报：销售结构升级促“地产酒春天,中财网
2919,2018-05-08,[买入评级]古井贡酒(000596)年报点评：费用率下降有望推动盈利能力提升,中财网
