,2021-12-30,一图掌握2022中国经济、楼市、股市走势，机会在哪,Wind
1555,2018-05-14,[增持评级]机械设备行业周报：战略看好油服!持续看好半导体设备、机器人、军民融合,中财网
1556,2018-05-14,[看好评级]机械行业周报：市场关注从工业机器人向整个智能制造板块蔓延,中财网
1557,2018-05-14,[优于大势评级]机械设备行业周报：4月挖机同比大增85% 继续看多工程机械板块,中财网
1558,2018-05-14,[增持评级]机械设备行业周报：全球电动化加速 锂电设备进入新成长周期,中财网
1559,2018-05-14,[强于大市评级]机械设备行业研究周报：季报成长性分析 机构低配与持续成长值得关注,中财网
1560,2018-05-14,机械设备行业周报：板块次新和超跌个股表现较好 继续关注进口替代和油气,中财网
1561,2018-05-11,日机密封：对标恒立液压 成长之路可期,国海证券
1562,2018-05-10,[强于大市评级]深度*行业*机械行业周报：对标中国制造2025 强烈推荐国产化中的半导体设备和工业基础件,中财网
1563,2018-05-10,[增持评级]机械设备行业动态：4月挖掘机销量强于市场预期 预计全年销量创历史新高,中财网
1564,2018-05-10,[推荐评级]机械行业周报：1-4月挖掘机销量仍保持快速增长 继续看好油气行业复苏,中财网
1565,2018-05-10,[增持评级]机械工业行业信息点评：4月挖机继续旺销 调高全年挖机销量预测,中财网
1566,2018-05-10,工程机械企业一季度整体表现出色,我的钢铁
1567,2018-05-10,[推荐评级]机械设备行业周报：机械板块盈利能力向上 国产半导体设备迎拐点,中财网
1568,2018-05-09,"恒立液压2018年一季报点评:盈利能力逐季提高,全年高增长可期",中证网
1569,2018-05-09,"恒立液压2018年一季报点评:毛利率持续提升,液压系统收入大幅增长",正点财经
1570,2018-05-09,[增持评级]机械设备行业周报：静待需求释放 看好工程机械板块,中财网
1571,2018-05-09,挖机行业月度数据点评：4月销量符合预期 5月或超预期,中财网
1572,2018-05-09,[增持评级]机械设备行业周报：工程机械4月保持高增长 持续看好核心技术设备龙头,中财网
1573,2018-05-09,[增持评级]机械设备行业周报：美油逼近70美元大关 关注中东局势 战略看好油服!持续看好半导体设备、机器人、军民融合,中财网
1574,2018-05-09,[增持评级]机械设备行业周报：板式家具设备持续高景气 国产减速机迎来突破,中财网
1575,2018-05-09,[优于大势评级]机械设备行业周报：中芯国际与大基金等投资成立半导体产业基金 各方持续发力促发展,中财网
1576,2018-05-08,[强于大市评级]深度*行业*机械行业2017年报与2018一季报总结：周期与成长共舞,中财网
1577,2018-05-08,[买入评级]机械行业2018年2季策略报告：聚焦自主核心技术 竞争力反复锤炼,中财网
1578,2018-05-08,4月挖掘机销量点评：下游需求强劲 销量维持高增长,中财网
1579,2018-05-08,机械行业动态：工程机械销售亮眼 高端制造加速发展,中财网
1580,2018-05-08,"机械行业周报:铁总年报出炉或提振轨交信心,半导体投资加快利好设备企业",证券之星
1581,2018-05-07,机械制造：关注超跌及油气和进口替代相关 荐8股,川财证券
1582,2018-05-07,[增持评级]机械制造业行业周报：高端制造加速崛起 重点推荐工业机器人和核电板块,中财网
1583,2018-05-03,今日资金抢入六只强势股一览（2018年5月3日）,华金证券
1584,2018-05-02,机械制造：关注先进制造与智能制造和工业互联网板块 荐13股,川财证券
1585,2018-05-02,[看好评级]机械高频数据周报：一季报持续超预期 五小龙表现亮眼,中财网
1586,2018-04-30,机械制造：继续关注进口替代逻辑和油气产业链 荐13股,川财证券
1587,2018-04-28,恒立液压打响会展双响炮，带来全新应用体验,工程机械商贸
1588,2018-04-25,恒立液压：一季度净利润同比增163.53%,Wind
1589,2018-04-25,机械制造：恒立液压之挖机销量下滑 论非标油缸业务弹性,国盛证券
1590,2018-04-25,【天风机械】恒立液压：坚持国产化道路初心不改，开启全球化征程百炼成钢,高端装备新视角
1591,2018-04-24,[看好评级]工程机械行业跟踪：宏观政策预期变化 有望推动板块估值修复,中财网
1592,2018-04-24,[增持评级]机械行业周报：寻找先进制造业的“自主可控”,中财网
1593,2018-04-24,[看好评级]工程机械行业跟踪：估计4月挖机销售和项目开工都有望超预期,中财网
1594,2018-04-24,机械制造：聚焦半导体设备及高端泵阀国产替代 荐8股,安信证券
1595,2018-04-24,机械制造：基金配置机械行业比例持续走低 荐5股,和讯
1596,2018-04-24,"恒立液压:2017年业绩快速增长,看好2018年液压泵阀放量",正点财经
1597,2018-04-24,[买入评级]恒立液压(601100)年报点评：油缸盈利大幅提升 泵阀业务扭亏为盈,中财网
1598,2018-04-24,机械行业动态：工程机械数据亮眼 雄安新区建设带来边际增量,中财网
1599,2018-04-23,[买入评级]深度*公司*恒立液压(601100)年报点评：乘工程机械复苏之风 产品成量价齐升态势,中财网
1600,2018-04-23,[推荐评级]机械行业周报：智能制造进入发展窗口期 关注工业机器人,中财网
1601,2018-04-23,[看好评级]机械高频数据周报：一季报业绩亮眼 机械板块复苏确定性高,中财网
1602,2018-04-23,[强于大市评级]机械设备行业研究周报：18年油服市场相比17年有哪些变化 ?,中财网
1603,2018-04-22,机械制造：迎接曙光 荐13股,广发证券
1604,2018-04-22,机械制造：关注核电重启带来的板块机会 荐9股,东北证券
1605,2018-04-20,[买入评级]恒立液压(601100)年报点评：18年产品线全面拓展 业绩持续高增,中财网
1606,2018-04-20,[看好评级]专用设备制造行业点评报告：机械行业的“自主可控”投资思路梳理,中财网
1607,2018-04-19,"恒立液压2017年年报点评:液压件国产替代启明星,规模效应下利润加速增长",正点财经
1608,2018-04-19,数据：2017企业年报一片向好 是重回巅峰还是虚假繁荣？,慧聪网
1609,2018-04-19,"恒立液压:尽享下游回暖,多领域开拓兼具成长属性",国联证券
1610,2018-04-18,[买入评级]恒立液压(601100)年报点评：挖机与非标油缸同步回暖 泵阀新品逐步放量,中财网
1611,2018-04-18,[买入评级]恒立液压(601100)年报点评：中大挖液压泵阀放量在即 业绩持续向好!,中财网
1612,2018-04-18,[推荐评级]恒立液压(601100)年报点评：油缸换挡提速、泵阀持续放量 液压龙头全速前进,中财网
1613,2018-04-18,[买入评级]恒立液压(601100)年报点评：油缸板块高速增长 泵阀产品进展顺利,中财网
1614,2018-04-18,[中性评级]机械高频数据周报：先进制造进入发展机遇期 “三新”策略看多机械行业,中财网
1615,2018-04-17,[看好评级]机械行业2018年一季报前瞻：一季报业绩预告喜多忧少 中游复苏逻辑持续验证,中财网
1616,2018-04-17,[优于大势评级]机械设备行业周报：一季度挖机销量和业绩超预期加持 重点关注工程机械结构性行情,中财网
1617,2018-04-17,[增持评级]机械设备行业周报：油价大涨 战略看好油服!力推杰瑞股份!持续推荐半导体设备 力推机器人(300024)等!,中财网
1618,2018-04-17,【安信机械】公司快报-恒立液压：高端泵阀奠定长期成长，盈利能力大幅增强,微信
1619,2018-04-17,【天风机械】恒立液压：液压龙头17业绩兑现，18年关注泵阀突破、量价齐升和规模效应,高端装备新视角
1620,2018-04-17,[领先大市-A评级]机械行业周报：1Q工程机械业绩大幅增长 聚焦业绩成长及战略新兴产业,中财网
1621,2018-04-17,[推荐评级]机械设备行业周报：挖掘机械产销两旺 中东局势动荡或推高油价,中财网
1622,2018-04-17,[增持评级]机械设备行业周报：继续看多传统机械修复行情,中财网
1623,2018-04-17,[强烈推荐评级]恒立液压(601100)年报点评：液压龙头崛起 盈利能力仍有较大提升空间,中财网
1624,2018-04-17,机械行业动态：市场波动加剧 关注白马成长,中财网
1625,2018-04-17,[推荐评级]恒立液压(601100)年报点评：业绩符合预期 非标油缸、泵阀驱动成长,中财网
1626,2018-04-17,"恒立液压2017年报点评:油缸换挡提速、泵阀持续放量,液压龙头全速前进",证券之星
1627,2018-04-16,恒立液压年报净利增长443% 拟10转4派2.2元,每日经济新闻
1628,2018-04-16,多家公司发布送转方案：三超新材信息发展华瑞股份等转增并派现,Wind
1629,2018-04-16,晚间重要公告2018年4月16日星期一,--
1630,2018-04-16,恒立液压：2017年净利润同比增443%，拟10转4派2.2元,Wind
1631,2018-04-16,[强于大市评级]深度*行业*机械行业周报：国产半导体设备高增长 周期板块看油服龙头崛起,中财网
1632,2018-04-16,[强于大市评级]机械设备行业研究周报：国际摩擦加剧推升油价 油服行业筑底向上,中财网
1633,2018-04-16,机械制造：油价大涨 荐10股,中泰证券
1634,2018-04-16,[强于大市评级]机械行业周报：布油价格屡创新高 关注油气产业链投资机会,中财网
1635,2018-04-16,[推荐评级]机械行业周报：工程机械复苏持续 工业互联网热度升温,中财网
1636,2018-04-15,[推荐评级]通用机械行业周报：工程机械业绩超预期 智能装备需加强关注,中财网
1637,2018-04-11,[增持评级]工程机械行业点评报告：3月挖掘机销量超预期 销售大省重回历史高点,中财网
1638,2018-04-10,[强于大市评级]深度*行业*机械行业周报：挖机销量大超预期 贸易争端不确定性骤升,中财网
1639,2018-04-10,[增持评级]2018年3月挖掘机销量动态点评：2018年3月份挖掘机销量超预期 国产企业市场占有率持续提升,中财网
1640,2018-04-10,[领先大市-A评级]机械行业周报：3月挖机销量增速78.9% 聚焦业绩成长及战略新兴产业,中财网
1641,2018-04-10,[强于大市评级]机械行业周报：3月挖掘机销量好于预期 继续关注工程机械整机及核心零部件企业,中财网
1642,2018-04-10,[增持评级]机械设备行业周报：看好传统机械悲观预期修复,中财网
1643,2018-04-09,[推荐评级]液压件行业专题报告：进口替代加速推进 龙头崛起全速前进,中财网
1644,2018-04-09,[增持评级]机械设备行业周报：持续推荐半导体设备 力推机器人(300024)等!挖掘机3月销量大增79% 周期预期差较大,中财网
1645,2018-04-09,恒立液压：厚积薄发 液压件进口替代领导品牌,慧聪网
1646,2018-04-09,[推荐评级]恒立液压(601100)首次覆盖报告：油缸提速、泵阀放量 国内液压元件龙头崛起,中财网
1647,2018-04-09,[优于大势评级]机械设备行业周报：3月挖掘机销量同比大增79% 建议关注行业一季报行情,中财网
1648,2018-04-09,[买入评级]机械行业周报：3月挖机销量同比涨幅78.9% 继续超市场预期,中财网
1649,2018-04-09,[强于大市评级]机械行业周报：页岩气获减税政策支持 关注景气度持续复苏的油气装备板块,中财网
1650,2018-04-09,挖机行业月度数据点评：3月销量超预期 4月增速依然乐观,中财网
1651,2018-04-09,[增持评级]挖掘机行业点评报告：3月销量大增79%;周期预期差较大、近期坚定看好,中财网
1652,2018-04-09,[增持评级]机械制造行业周报：传统机械设备销售强劲 建议增持机械板块优质个股,中财网
1653,2018-04-08,机械制造：优质公司和高增长行业成为长期配置首选 荐4股,长江证券
1654,2018-04-08,[看好评级]工程机械行业跟踪：PPP项目库清理影响有限 看好工程机械旺季销量,中财网
1655,2018-04-04,[领先大市-A评级]机械行业周报：大环境利好高端制造发展 继续围绕相关主线布局,中财网
1656,2018-04-04,[推荐评级]机械设备行业2018年二季度投资策略：新兴成长与周期复苏 二季度“机”不可失,中财网
1657,2018-04-04,[看好评级]工程机械行业跟踪：估计挖机3、4月份旺季销量大幅超市场预期,中财网
1658,2018-04-04,机械设备行业月报：市场风险偏好明显上升 继续重点布局先进和智能制造,中财网
1659,2018-04-03,[优于大势评级]机械设备行业周报：集成电路企业减税加速行业发展 国产企业持续受益,中财网
1660,2018-04-03,[增持评级]机械设备行业周报：传统机械景气度或超预期,中财网
1661,2018-04-03,[增持评级]机械设备行业周报：减税效应缓释 重点关注3C半导体设备,中财网
1662,2018-04-03,[强于大市评级]机械行业周报：集成电路企业迎重大减税政策 关注国产半导体设备投资机会,中财网
1663,2018-04-03,[买入评级]机械行业周报：贸易摩擦或助推半导体等新兴行业发展 减税政策利好高科技制造,中财网
1664,2018-04-03,[增持评级]机械制造行业周报：机械制造业TMT春天已到 工程机械板块被错杀,中财网
1665,2018-04-03,[强于大市评级]机械设备行业研究周报：挖机三月高增长可期 持续聚焦半导体等新兴成长行业,中财网
1666,2018-04-03,[推荐评级]机械行业周报：制造业增值税税率降至16% 高端制造受益,中财网
1667,2018-04-03,[买入评级]机械设备行业周报：从全球硅片产业发展看长晶设备投资需求,中财网
1668,2018-04-03,机械行业动态：半导体设备景气、工程机械热销,中财网
1669,2018-04-03,机械设备行业周报：聚焦科技 关注智能制造和先进制造板块,中财网
1670,2018-03-29,[看好评级]机械行业周报：雄安新区建设有望增强工程机械下游需求韧性,中财网
1671,2018-03-29,工程机械行业:利润弹性大年 竞争格局重构,中证网
1672,2018-03-28,中金详解中美贸易摩擦升温：机械等板块受影响几何,金融界
1673,2018-03-27,机械行业动态：锂电池装机量、起重机销量持续高增长,中财网
1674,2018-03-27,【机械*陈显帆团队】深度：破解周期之谜，全新视角审视工程机械,东吴研究所
1675,2018-03-27,【机械设备|刘国清团队太平洋证券】雄安新区建设有望增强工程机械下游需求韧性,太平洋证券研究
1676,2018-03-26,[增持评级]机械行业周报：中美贸易摩擦倒逼本土制造业升级,中财网
1677,2018-03-25,机械制造：关注上海原油期货推出 荐10股,和讯
1678,2018-03-23,【太平洋证券 今日早读】恒华科技、国星光电、赢合科技、江淮汽车公司点评|电子、机械设备行业追踪（20180323）,太平洋证券研究
1679,2018-03-22,机械行业：龙头企业增速与行业一致,金融界
1680,2018-03-22,【东吴晨报0322】【宏观】1-2月财政收支【行业】机械【个股】中国平安、宇华教育、东睦股份、腾邦国际,微信
1681,2018-03-21,[看好评级]机械行业点评：华东区域挖掘机市场解读电话会议纪要,中财网
1682,2018-03-21,86股获券商买入评级 杭萧钢构目标涨幅达96.52%,Wind
1683,2018-03-21,【机械丨吕娟】恒立液压(601100)：厚积薄发，液压件进口替代领导品牌,方正证券研究
1684,2018-03-20,[买入评级]机械设备行业跟踪：从半导体展看装备企业产品红利,中财网
1685,2018-03-20,[推荐评级]机械行业周报：政策多点开花 电池前景广阔,中财网
1686,2018-03-20,机械行业卓越推：中航光电(002179),中财网
1687,2018-03-20,[领先大市-A评级]机械行业周报：精选低估值优质龙头及战略新兴成长,中财网
1688,2018-03-20,[强烈推荐-A评级]恒立液压(601100)点评：泵阀量产超预期 上调盈利预测!,中财网
1689,2018-03-20,机械行业动态：智能制造加速发展 工程机械展望乐观,中财网
1690,2018-03-20,[看好评级]机械行业高频数据周报：2018年“三新”驱动机械制造 对应板块受益,中财网
1691,2018-03-19,[看好评级]机械行业周报：集成电路投资如火如荼 基础零部件和智能制造值得重点关注,中财网
1692,2018-03-19,[强于大市评级]机械设备行业研究周报：新制造独角兽知多少?工程机械高增长与开工量低预期相背离,中财网
1693,2018-03-19,[强于大市评级]深度*行业*机械行业周报：短期重视工程机械预期差 长期看好半导体设备高成长和国产化,中财网
1694,2018-03-19,[强于大市评级]机械行业周报：我国工业机器人持续景气 赢合科技启动非公开发行事项,中财网
1695,2018-03-19,机械制造：从半导体展看装备企业产品红利 荐12股,广发证券
1696,2018-03-19,[增持评级]机械工业行业专题报告：风险去化 弹性到来,中财网
1697,2018-03-18,【华创机械李佳团队】机械行业2018第11周周报：IEA预计石油需求加速增长，工信部促加强工业质量建设,华创机械
1698,2018-03-18,[中性评级]机械军工行业周报：国防预算超出市场预期 工业互联网主题行情持续,中财网
1699,2018-03-18,机械制造：聚焦优质成长 荐10股,中泰证券
1700,2018-03-18,机械制造：利润率提升的机制和逻辑演化 荐3股,广发证券
1701,2018-03-18,机械制造：政策资金将加速推动 荐8股,东吴证券
1702,2018-03-16,【东吴晨报0316】【行业】机械、电新、房地产【个股】晶盛机电、华润双鹤、华润三九,东吴研究所
1703,2018-03-15,[看好评级]2018年申万宏源机械行业春季策略：新消费 新制造 新周期,中财网
1704,2018-03-14,[强于大市评级]深度*行业*机械行业周报：迎接新时代 机械多板块存在配置新机遇,中财网
1705,2018-03-14,机械行业：周期成长共舞,东吴证券
1706,2018-03-13,[强于大市评级]机械行业周报：挖掘机销量整体延续增长 继续关注相关龙头,中财网
1707,2018-03-13,[增持评级]2018年机械行业春季投资策略：立足高端、迈向成长,中财网
1708,2018-03-13,[领先大市-A评级]机械行业周报：聚焦战略新兴 精选业绩成长及核心进口替代,中财网
1709,2018-03-13,[看好评级]机械行业高频数据周报：2月挖机国内销量回落仍超预期 国外市场出口量翻倍,中财网
1710,2018-03-13,机械行业动态：成长有弹性 周期有韧性,中财网
1711,2018-03-13,"机械行业:聚焦战略新兴,精选业绩成长及核心进口替代",安信证券
1712,2018-03-13,工程机械行业:广西、湖南和四川工程机械代理商调研纪要,证券之星
1713,2018-03-13,机械行业周报:关注京东方投资带动新一轮面板设备采购行情,平安证券
1714,2018-03-12,机械制造：重点关注半导体及3C装备行业发展 荐8股,东北证券
1715,2018-03-12,[推荐评级]机械行业周报：工业互联网催化 产业升级延续,中财网
1716,2018-03-12,[推荐评级]机械设备行业周报：新能源汽车延续高增长 液压件供应不足影响挖机竞争格局,中财网
1717,2018-03-12,[买入评级]机械设备行业跟踪：工业互联网底层之自动化装备如何成长,中财网
1718,2018-03-12,[强于大市评级]机械行业周报：关注京东方投资带动新一轮面板设备采购行情,中财网
1719,2018-03-12,[增持评级]机械制造行业周报：3月挖机有望超预期 看好二季度机械成长股行情,中财网
1720,2018-03-12,[买入评级]机械行业周报：工程机械持续复苏 京东方近千亿投资助力3C设备需求升级,中财网
1721,2018-03-12,[看好评级]机械行业周报：周期行业巨大惯性被低估 继续推荐工程机械板块,中财网
1722,2018-03-12,[增持评级]机械工业行业周报：行业跟踪显示混凝土机械需求旺盛,中财网
1723,2018-03-12,"机械行业2017年年报:周期成长共舞,2018年景气将持续",东吴证券
1724,2018-03-11,【华创机械】每日公告速递2018-03-11,华创机械
1725,2018-03-11,[优于大势评级]机械设备行业周报：2月挖机销量符合乐观判断 重点关注半导体及3C装备行业发展,中财网
1726,2018-03-11,【华泰机械章诚团队】周思考：寻找先进制造中超预期的领域,华泰机械
1727,2018-03-11,"【华泰机械章诚团队】恒立液压(601100, 增持)：液压泵阀突破，拓宽成长空间",华泰机械
1728,2018-03-11,汽车：战略看好油服及锂电及半导体设备与工业互联网 荐10股,中泰证券
1729,2018-03-11,机械制造：工业互联网底层之自动化装备如何成长 荐13股,广发证券
1730,2018-03-09,恒立液压：液压泵阀国产替代进口已成趋势,慧聪网
1731,2018-03-09,[增持评级]工程机械行业点评报告：2月挖掘机销量符合预期 出口成绩亮眼,中财网
1732,2018-03-09,把握工业互联网战略性投资机遇 六股高歌猛进,证券之星
1733,2018-03-09,周期品产业链调研之十(机械行业)：汽车起重机销量维持高增长,中财网
1734,2018-03-09,周期品产业链调研之九(机械行业)：华中地区挖机需求逐步恢复,中财网
1735,2018-03-09,【机械*陈显帆团队】从2018年政府工作报告看制造业投资趋势,东吴研究所
1736,2018-03-09,【东吴晨报0309】【宏观】2月进出口数据【行业】机械、军工【个股】先导智能,东吴研究所
1737,2018-03-08,机械制造：出口增速超预期 荐3股,申万宏源
1738,2018-03-08,恒立液压拟5亿元建设液压铸件项目二期,慧聪网
1739,2018-03-08,周期品产业链调研之八(机械行业)：3月需求或超预期,中财网
1740,2018-03-08,【太平洋证券 今日早读】轻工行业点评|益生股份公司点评|机械行业追踪（20180308）,太平洋证券研究
1741,2018-03-08,"机械高频数据周报:从新消费、新制造、新周期角度寻找投资机会,工业互联网进入政策蜜月期",申万宏源
1742,2018-03-07,[看好评级]工程机械行业跟踪：3月份挖机销量同比增幅有望接近50%,中财网
1743,2018-03-07,[增持评级]机械工业行业信息点评：1-2月挖机销量符合预期 看好中后周期混凝土机械景气度接力,中财网
1744,2018-03-07,[增持评级]2018年2月挖掘机销量动态点评：2018年2月份挖掘机销量略好于预期 重点关注3月份销量数据,中财网
1745,2018-03-07,[推荐评级]2月挖掘机数据快报快评：继续超预期 大挖依然供不应求,中财网
1746,2018-03-07,2月挖掘机销量点评：出口表现亮眼 大挖景气延续,中财网
1747,2018-03-07,周期品产业链调研之五(机械行业)：汽车起重机、混凝土机械增速远超挖掘机,中财网
1748,2018-03-07,【机械】王华君、朱荣华（联系人）：挖掘机：1-2月销量增长14%好于市场预期；看好3月！-20180307,中泰证券研究所
1749,2018-03-07,【晨会聚焦】1-2月数据前瞻与投资机会,中泰证券研究所
1750,2018-03-07,【东吴晨报0307】【行业】机械【个股】家家悦、晶盛机电、中国利郎,东吴研究所
1751,2018-03-07,【机械*陈显帆团队】工程机械行业：推土机、起重机、装载机、压路机1月销量持续增长开门红,东吴研究所
1752,2018-03-06,【华泰证券研究所】每日晨会启明星20180306,华泰证券研究所
1753,2018-03-06,机械行业动态：政府工作报告着力推动 看好锂电设备及智能制造,中财网
1754,2018-03-05,恒立液压喜获“中国工程机械产品零部件产品奖”,慧聪工程机械
1755,2018-03-05,[增持评级]机械设备行业周报：把握工业互联网、油服战略性投资机遇坚守“大国重器”-高端装备“核心资产”,中财网
1756,2018-03-05,机械设备行业跟踪：从智能制造的视角看工业互联网,中财网
1757,2018-03-05,行业才是真掘金池 这30股备好,中财网
1758,2018-03-05,[推荐评级]机械设备行业周报：工业互联网主题持续升温,中财网
1759,2018-03-05,[强于大市评级]机械设备行业研究周报：工业互联网：下一产业制高点临近,中财网
1760,2018-03-05,[买入评级]机械行业周报：多项政策连续出台 机器人、3C设备、锂电设备或受益,中财网
1761,2018-03-05,[推荐评级]机械行业周报：把握新技术 布局高端制造,中财网
1762,2018-03-05,机械制造：精选低估值优质龙头及战略新兴成长 荐8股,安信证券
1763,2018-03-05,[优于大势评级]机械设备行业周报：大基金二期呼之欲出 集成电路产业有望突围,中财网
1764,2018-03-05,恒立液压：份额提升出口扩大 业绩增长可期,华泰证券
1765,2018-03-05,【太平洋证券 今日早读】双汇发展点评|乾照光电、汇川技术公司点评|电新、机械设备行业追踪（20180305）,太平洋证券研究
1766,2018-03-05,【机械设备|刘国清团队太平洋证券】工程机械一季度可能超预期，板块回调即是买入机会,太平洋证券研究
1767,2018-03-05,"机械行业周报:我国工业机器人延续高景气,康尼机电完成募配发行工作",平安证券
1768,2018-03-04,【华创机械李佳团队】机械行业二月月报：动力电池回收利用试点实施方案发布，大基金二期重磅来袭,华创机械
1769,2018-03-04,【华泰机械章诚团队】周思考：先进制造主线有望持续印证,华泰机械
1770,2018-03-02,【天风机械】挖机告诉您十年投资变迁，我们告诉您挖机真实需求,高端装备新视角
1771,2018-03-02,供不应求，恒立投5亿提高液压件产能,慧聪网
1772,2018-03-02,机械设备行业日报：工业互联网平台助力开启工业强国之路,中财网
1773,2018-03-02,【太平洋证券 今日早读】伊利最新跟踪|广联达、汉得信息、智云股份、方大化工公司点评|机械行业跟踪（20180302）,太平洋证券研究
1774,2018-03-02,【机械设备|刘国清团队太平洋证券】工程机械行业跟踪：继续看好挖机旺季销量,太平洋证券研究
1775,2018-03-01,[强于大市评级]通用机械行业专题研究：挖机告诉您十年投资变迁 我们告诉您挖机真实需求,中财网
1776,2018-03-01,恒立液压：对香港子公司增资1180万美元,金融界
1777,2018-03-01,巨丰早参：四行业开通IPO快速通道,巨丰财经
1778,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
1779,2018-03-01,"机械行业:我国机器人产销增长68%,聚焦优质龙头及锂电、3C",安信证券
1780,2018-02-28,晚间重要公告2018年2月28日星期三,--
1781,2018-02-28,恒立液压：拟5亿元投资建设铸件项目二期,Wind
1782,2018-02-28,恒立液压：拟5亿元扩建铸件项目,e公司
1783,2018-02-27,[增持评级]机械制造行业周报：围绕先进制造 建议增持高增速优质成长股,中财网
1784,2018-02-27,【机械丨吕娟】工程机械行业2月及全年增速预判,方正证券研究
1785,2018-02-27,"机械行业周报:新能源汽车2018年国补落地,关注锂电设备超跌反弹机会",平安证券
1786,2018-02-27,"机械高频数据周报:工程机械企业过年不停工,持续看好挖机2月销量预期",申万宏源
1787,2018-02-26,[推荐评级]机械设备行业周报：挖机需求强度持续 关注电池厂商招标进度,中财网
1788,2018-02-26,[增持评级]机械设备行业周报：战略重视油服、工业互联网优质标的预计3-4月工程机械销量数据靓丽,中财网
1789,2018-02-26,[增持评级]机械行业周报：分化趋势延续 关注景气向上领域,中财网
1790,2018-02-26,机械设备:把握下跌后成长和周期龙头的加仓机会,东吴证券
1791,2018-02-26,机械设备行业周报：节后超跌反弹 板块方向还需观察,中财网
1792,2018-02-26,机械设备行业研究周报：双积分政策影响开始显现 继续看好锂电龙头长期趋势,中财网
1793,2018-02-26,【机械设备|刘国清团队太平洋证券】三年后的机器人行业有什么不同？,太平洋证券研究
1794,2018-02-26,[优于大势评级]机械行业周观点：市场平稳修复 持续关注低估值和高成长的优质龙头,中财网
1795,2018-02-25,【华创机械李佳团队】机械行业2018第8周周报：陕西年内开工10个煤化工项目，工程机械企业引来开门红,华创机械
1796,2018-02-25,机械制造：A股喜迎开门红 荐7股,方正证券
1797,2018-02-25,机械制造：我国机器人产销增长68% 荐8股,安信证券
1798,2018-02-24,【华泰机械章诚团队】周思考：分化趋势延续，关注景气向上领域,华泰机械
1799,2018-02-24,[买入评级]工程机械行业深度跟踪：涨价效应蔓延 行业步入量价齐升通道,中财网
1800,2018-02-23,机械制造：机械跑赢大盘迎增长新机遇 荐18股,申万宏源
1801,2018-02-20,恒立液压动态研究：油缸业务增长迅速，液压件具备良好业绩弹性,南方财富网
1802,2018-02-14,五大券商下周看好6板块37股,证券之星
1803,2018-02-14,申万宏源：挖机1月销量超预期 机械跑赢大盘迎新机遇,金融界
1804,2018-02-14,"2017年机械行业年报前瞻:2017年机械行业年报业绩预告亮眼,板块复苏确定性高",申万宏源
1805,2018-02-13,机械行业周报：锂电行业转暖回升 工程机械景气延续,中财网
1806,2018-02-13,【机械设备|刘国清团队太平洋证券】看好3、4月份工程机械旺季销售超预期,太平洋证券研究
1807,2018-02-13,【太平洋证券 今日早读】星光农机点评|非银、食饮、化工等行业追踪|鸿利智汇、万里扬公司点评|电新行业深度报告（20180213）,太平洋证券研究
1808,2018-02-12,[买入评级]机械行业周报：工程机械销售数据开年红,中财网
1809,2018-02-12,[领先大市-A评级]机械行业周报：坚守价值成长 下跌关注优质龙头及新兴成长,中财网
1810,2018-02-12,[强于大市评级]机械行业周报：板块深度调整 关注被错杀的细分行业龙头与优质成长标的,中财网
1811,2018-02-12,[买入评级]机械设备行业周报：盈利复苏 分红稳中向上,中财网
1812,2018-02-12,[优于大势评级]机械设备行业周报：1月挖掘机销量验证行业乐观判断 板块承压继续关注低估值及优质龙头,中财网
1813,2018-02-12,东吴证券：把握机械设备龙头加仓机会,金融界
1814,2018-02-12,方正证券丨一周聚焦0212-0216,方正证券研究
1815,2018-02-11,[强于大市评级]机械设备行业研究周报：机械板块股票质押风险整体可控 须谨慎关注高质押率+突破平仓线个股,中财网
1816,2018-02-11,[增持评级]工程机械行业专题报告：卡特彼勒全年业绩超预期 全球工程机械复苏正当时,中财网
1817,2018-02-11,【工程机械行业专题】卡特彼勒全年业绩超预期，全球工程机械复苏正当时【东吴机械陈显帆】,微信
1818,2018-02-10,【华泰机械章诚团队】周思考：市场深度调整，行业加速分化,华泰机械
1819,2018-02-08,[增持评级]机械工业行业信息点评：挖机销量1月超预期 看好年后旺季行情,中财网
1820,2018-02-08,1月挖掘机销量点评：高景气度延续 后市预期乐观,中财网
1821,2018-02-08,【机械】王华君、 朱荣华（联系人）：挖掘机：1月销量增长135%好于市场预期；一季度有望实现30%以上增长-20180207,中泰证券研究所
1822,2018-02-07,【华泰机械章诚团队】工程机械：1 月挖机增速符合预期，向龙头集中趋势延续,华泰机械
1823,2018-02-07,券商评级:沪指收盘重挫近2% 9股待时而动,证券之星
1824,2018-02-07,[增持评级]深度*行业*机械行业周报：油服板块持续升温 迎来估值消化期,中财网
1825,2018-02-07,[看好评级]机械高频数据行业周报：机械盈利能力修复明显 回调带来布局良机,中财网
1826,2018-02-07,[买入评级]恒立液压(601100)点评：全年业绩符合预期 泵阀业务继续突破,中财网
1827,2018-02-07,工程机械行业景气度回升 六股现上车良机,证券日报
1828,2018-02-06,一财研选｜资源稀缺叠加资本逐鹿，这个行业迎来戴维斯双击！,第一财经
1829,2018-02-06,[推荐评级]机械设备行业点评报告：机械行业信托持股、股权质押、业绩预告情况,中财网
