,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
1550,2019-04-23,重庆啤酒年报点评：重庆市场份额近8成,佳酿网
1551,2019-04-22,"啤酒行业深度报告:量稳价增利好频现,空间广阔向阳而生",国信证券
1552,2019-04-18,快讯：啤酒概念股全线拉升 青岛啤酒大涨超7%,新浪
1553,2019-04-17,QFII新动向：新进23股 连续10季持有31股,证券时报
1554,2019-04-16,【建投食饮】周报：白酒、啤酒反馈积极，基本面持续向上,CSC赏味食饮
1555,2019-04-16,重庆啤酒：结构升级拉动增长 增持评级,和讯
1556,2019-04-16,【重庆啤酒年报点评：盈利能力提升明显，供应链优化弹性待释放—方正食品饮料190415】,虎哥的研究
1557,2019-04-15,重庆啤酒（600132）【申万食品饮料-吕昌团队】2018年报点评：结构升级拉动增长 盈利能力稳步提升,申万食品饮料
1558,2019-04-15,重庆啤酒去年净利4.04亿同比增长23% 董事长未在公司领取报酬,挖贝网
1559,2019-04-15,"中金公司：将重庆啤酒评级调低为""中性"" 投资评级恶化",Wind
1560,2019-04-15,【西南食品饮料｜ 重庆啤酒年报点评】高端化进程领先，净利率存在进一步提升空间,非尝饮食
1561,2019-04-15,【建投食饮】2019Q1前瞻：一季报开门红，建议加配白酒、啤酒,CSC赏味食饮
1562,2019-04-15,重庆啤酒（600132）2018年年报点评：淡季不淡，践行高端，扬帆启航,国信研究
1563,2019-04-15,中金：下调重庆啤酒评级至中性,Wind
1564,2019-04-15,中信建投晨会0415 | 四月牛市渐入佳境；5G终端天线路径明确；重庆啤酒,中信建投证券研究
1565,2019-04-15,重庆啤酒去年赚4亿元下月换届选举新高层 董监高成员变化,上游新闻
1566,2019-04-15,【华创食饮】重庆啤酒：费用控制保持出色，盈利能力稳步提升,华创食饮
1567,2019-04-15,"重庆啤酒:产品升级持续推动,省外保持稳定扩张",开源证券
1568,2019-04-12,公告精选：生益科技联营公司科创板上市申请获受理；南都电源、卫星石化涉足氢能领域,每日经济新闻
1569,2019-04-12,重庆啤酒2018年实现净利润4.04亿元 拟10派8元,中证网
1570,2019-04-12,重庆啤酒利润创新高 持续推进高端高质量发展之路,证券日报
1571,2019-04-12,重庆啤酒：2018年净利同比增23% 拟10派8元,e公司
1572,2019-04-12,重庆啤酒(600132.SH)2018年度净利润升22.62%至4.04亿元 拟10派8元,格隆汇
1573,2019-04-12,重庆啤酒：2018年度固定资产计提减值准备3446.76万元 资产异常,Wind
1574,2019-04-12,重庆啤酒：2018年净利润同比增22.62%，拟10派8元,Wind
1575,2019-04-10,"食品饮料行业2019年第13期:茅台一季报超预期,五粮液提价效果初显",国联证券
1576,2019-04-08,国产啤酒进入增长周期 减税提价产品升级啤酒板块静待业绩拐点,e公司
1577,2019-04-03,【建投食饮】啤酒行业深度：中国啤酒新时代——全球视野下的啤酒经营规律与中国市场,微信
1578,2019-04-02,"食品饮料行业周报:龙头业绩表现亮眼,关注后续业绩高增长标的",开源证券
1579,2019-04-01,【建投食饮】周报专题：白酒龙头高增确保长期空间，青啤关厂确立行业拐点,CSC赏味食饮
1580,2019-03-29,日常消费品：高端白酒经营目标稳健 重庆啤酒推进产能优化,和讯
1581,2019-03-29,食品饮料行业周报:春糖反馈积极m建议优选高端低端及区域性白酒,渤海证券
1582,2019-03-27,日常消费品：建议优选高端低端及区域性白酒 荐5股,渤海证券
1583,2019-03-20,食品行业周报:2018年国产奶粉市场份额增长至43.7%,正点财经
1584,2019-03-20,日常消费品：白酒板块有望迎开门红 荐5股,渤海证券
1585,2019-03-20,【中泰食品饮料】2019Q1啤酒行业前瞻：春节超预期奠定一季报基础，全年成长空间仍足,中泰食品饮料
1586,2019-03-19,"食品饮料行业二季度投资策略:资金流入支撑估值,标配龙头超配成长",渤海证券
1587,2019-03-11,"食品饮料行业食品饮料外资持股比例点评:多数个股仍有足够提升空间,比例限制影响不大",证券之星
1588,2019-03-06,日常消费品：MSCI继续增加A股权重 荐5股,渤海证券
1589,2019-03-04,【建投食饮】周专题：MSCI提高A股纳入因子，板块再迎估值修复空间,CSC赏味食饮
1590,2019-02-27,日常消费品：酒企整体动销良性 荐5股,渤海证券
1591,2019-02-23,重庆啤酒副总经理姜涛辞职 2017年年薪为140万元 董监高成员变化,挖贝网
1592,2019-02-22,"食品饮料行业周报:动销反馈积极,预计白酒仍有估值修复空间",正点财经
1593,2019-02-22,重庆啤酒两月内两高管离职 连续关停工厂应对业绩下滑,佳酿网
1594,2019-02-15,"食品饮料行业周报:春节期间酒类销量符合预期,品牌或将出现分化",渤海证券
1595,2019-02-10,日常消费品：春节动销强劲 荐5股,国盛证券
1596,2019-02-01,"食品饮料行业周报:中长期结构性投资,点线面的角度",爱建证券
1597,2019-01-31,"食品饮料行业周报:四季度机构减持白酒板块明显,大众品更受青睐",渤海证券
1598,2019-01-30,【食品饮料】范劲松、熊欣慰（研究助理）：啤酒行业深度报告：2019年啤酒板块有望进入业绩快速释放期-20190129,中泰证券研究所
1599,2019-01-28,"食品饮料行业2018年报业绩前瞻:四季度有所分化,龙头增长稳定",申万宏源
1600,2019-01-24,日常消费品：食品饮料持仓连续两季度回落 荐4股,安信证券
1601,2019-01-24,"食品饮料行业周报:北上资金主导行情延续,白酒板块表现相对突出",渤海证券
1602,2019-01-23,重庆啤酒董事长Lawrence首次亮相股东会：战略已制定 避谈同业竞争,经济观察网
1603,2019-01-21,【建投食饮】周报专题：2018年四季度和全年业绩前瞻,CSC赏味食饮
1604,2019-01-21,"食品饮料行业周报:qfii额度翻倍,白酒首先受益",正点财经
1605,2019-01-21,快讯：啤酒概念股集体拉升 重庆啤酒大涨超7%,新浪
1606,2019-01-21,酿酒板块全线走强，重庆啤酒冲击涨停,Wind
1607,2019-01-21,"食品饮料行业周报:增量资金主导修复行情,优选基本面确定性品种",渤海证券
1608,2019-01-14,"食品饮料行业周报:基本面继续分化,北上资金主导修复",申万宏源
1609,2019-01-10,"食品饮料行业动态点评:行业进入消费旺季,建议关注白酒及大众品投资机会",正点财经
1610,2019-01-10,"食品饮料行业:风物长宜放眼量,聚焦行业稳增长",正点财经
1611,2019-01-10,"食品饮料行业周报:恒顺年初提价启动,关注春节旺季行情",渤海证券
1612,2019-01-09,"食品饮料行业周报:复盘2018行情,在业绩与估值之间",正点财经
1613,2019-01-08,狱中还甩基金经理三条街，揭秘徐翔ST长油操盘术,和讯
1614,2019-01-04,重庆啤酒股价大涨5.02%,中金在线
1615,2019-01-04,重庆啤酒掌舵人变更 嘉士伯整合进入尾声,佳酿网
1616,2019-01-04,"食品饮料行业周报:2018年小幅跑赢大市,2019年两个维度寻找超预期机会",证券之星
1617,2019-01-03,重庆啤酒换帅 称未来还将关停工厂,中国网
1618,2019-01-02,重庆啤酒董事长柯俊财辞职 董监高成员变化,北京商报网
1619,2019-01-02,日常消费品：优选白酒板块龙头个股 荐4股,渤海证券
1620,2019-01-01,日常消费品：茅台2019年销售计划超预期,国盛证券
1621,2018-12-29,强势股追踪 主力资金连续5日净流入79股,证券时报
1622,2018-12-28,寻找牛股密码 2018年头号牛股竟然是它,每日经济新闻
1623,2018-12-27,酒类股盘中崛起，重庆啤酒大涨5%,Wind
1624,2018-12-26,跨年行情大幕拉开啤酒板块获资金青睐,证券时报
1625,2018-12-26,"2019年食品饮料行业投资策略暨12月策略:增速换挡表现分化,大众品",国信证券
1626,2018-12-24,再关一厂 重庆啤酒频丢“包袱”自保,佳酿网
1627,2018-12-24,重庆啤酒再关一厂,北京商报
1628,2018-12-24,"食品饮料行业周报:生猪~猪肉价差扩大,GDT中标价上涨1.7%",开源证券
1629,2018-12-21,重庆啤酒：湖南区域供应链优化,e公司
1630,2018-12-21,啤酒提价滞后效应 成本要素驱动板块业绩加速释放,佳酿网
1631,2018-12-21,"食品饮料行业十二月第三周周报:伊利扩品矿泉水,“提价+降本+减税”利好啤酒",东兴证券
1632,2018-12-20,酒类股集体跳水，重庆啤酒跌超5%,Wind
1633,2018-12-19,"食品饮料行业周报:大众品需求稳健受益成本下行,酒企发力生肖酒和产品升级",正点财经
1634,2018-12-18,【食品饮料丨薛玉虎】重庆啤酒(600132)：多品牌组合发展，升级步伐领先市场,方正证券研究
1635,2018-12-18,【研必有方】星源材质(300568)：业绩环比改善海外客户开拓有望见成效,方正证券研究
1636,2018-12-17,"食品饮料行业2019年度策略报告:回归理性,浪里淘金",中证网
1637,2018-12-17,【安信食品|最新】啤酒掘金，白酒常青,微信
1638,2018-12-17,【重庆啤酒调研简报：多品牌组合发展，升级步伐领先市场—方正食品饮料181216】,虎哥的研究
1639,2018-12-17,"食品饮料行业:食品烟酒价格11月上涨,山西汾酒推股权激励计划",开源证券
1640,2018-12-16,92只个股连涨3日以上，ST慧球连升11日大涨70%,Wind
1641,2018-12-14,"食品饮料行业2019年度投资策略:短期波动不改中长期价值,优选细分龙头",证券之星
1642,2018-12-13,重庆啤酒：预计未来二至三年消费升级所带来的消费结构转型仍将持续,全景网
1643,2018-12-13,重庆啤酒：公司目前没有更名计划,全景网
1644,2018-12-13,啤酒板块持续活跃 三因素催发业绩高增长,佳酿网
1645,2018-12-12,数据王：啤酒板块回调到位 资金今日大笔抄底,巨丰财经
1646,2018-12-12,啤酒类个股表现活跃 三因素驱动板块业绩加速释放,证券时报网
1647,2018-12-12,日常消费品：提价滞后效应&成本要素驱动板块业绩加速释放,中泰证券
1648,2018-12-12,【头条研报】啤酒业处周期底 格局定价使这3家先受益,新浪
1649,2018-12-12,啤酒股全线大涨，重庆啤酒涨逾5%,Wind
1650,2018-12-11,日常消费品：大趋势下的小确幸 荐14股,东兴证券
1651,2018-12-11,缩量盘整A股步入关键窗口期 33只强势股连涨3天,证券日报
1652,2018-12-10,"食品饮料行业:GDT中标价上涨,老窖特曲河南提价",开源证券
1653,2018-12-07,看好中国｜消费升级——酿酒股成弱市风景线,巨丰财经
1654,2018-12-06,周期底部业绩有望加速释放 这个行业又到布局时机,和讯
1655,2018-12-06,"食品饮料行业2019年投资策略:消费增速放缓,优选低估龙头",正点财经
1656,2018-12-03,"食品饮料行业:五粮液系列酒提价,伊利加速海外布局",开源证券
1657,2018-11-22,"食品饮料行业周报:白酒vs啤酒,价格带与市占率的视角",爱建证券
1658,2018-11-21,日常消费品：价格带与市占率的视角 荐5股,爱建证券
1659,2018-11-19,日常消费品：市场强势上行 荐11股,东兴证券
1660,2018-11-19,"食品饮料行业:白酒、调味品估值修复中,基本面保持稳健",开源证券
1661,2018-11-18,日常消费品：高端白酒估值调整到位 荐4股,国盛证券
1662,2018-11-09,壳资源概念股全面爆发，仍需防范风险,中证报
1663,2018-11-07,日常消费品：节庆消费高增 荐6股,国信证券
1664,2018-11-03,重庆啤酒 (600132)【申万食品饮料-吕昌、张喆】量增稳健、所得税费用影响利润表现,申万食品饮料研究
1665,2018-11-01,重庆啤酒前三季度报点评,佳酿网
1666,2018-11-01,重庆啤酒：产品结构优化 盈利能力提升,中泰证券
1667,2018-11-01,重庆啤酒2018年三季报点评:销量保持回升产品结构持续升级,东莞证券
1668,2018-10-31,【西南食品饮料 | 三季报点评】重庆啤酒：高端化持续推进，业绩稳健提升,非尝饮食
1669,2018-10-31,重庆啤酒前三季度营收近30亿，中高端产品是增长主力,国际金融报
1670,2018-10-31,【实时|国信食饮】重庆啤酒2018三季报点评：税率恢复影响业绩，大本营增速回升,瑶食梦饮
1671,2018-10-30,重庆啤酒：前三季度净利润同比增21.70%,Wind
1672,2018-10-01,重庆啤酒股票点评：啤酒提价可覆盖成本，促销幅度小于预期,东方证券
1673,2018-09-27,重庆啤酒：高档产品增速快 省外市场拓张战略显成效,中证网
1674,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
1675,2018-09-26,巨丰收评：大盘冲高回落 已逐步转强,巨丰财经
1676,2018-09-17,【解盘论市】深成指与创业板指续创四年新低，石油股逆势拉升,Wind
1677,2018-09-17,日常消费品：食品板块迎中秋销售旺季 荐11股,东兴证券
1678,2018-09-13,食品饮料中期业绩增速平稳 下半年旺季迎投资机会,大众证券报
1679,2018-09-11,重庆啤酒：产品升级+区域扩张推升公司业绩持续改善,中证网
1680,2018-09-07,【食品饮料】范劲松、熊欣慰（联系人）：啤酒行业中报总结：行业业绩加速释放-20180906,中泰证券研究所
1681,2018-09-06,看好中国｜消费升级——啤酒业绩加速释放,巨丰财经
1682,2018-09-06,【中泰食品饮料】啤酒行业中报总结：行业业绩加速释放，重申买入,中泰食品饮料
1683,2018-09-04,重庆啤酒：9月3日融资余额为1.08亿元，较前一日骤降14.73%,Wind资讯
1684,2018-08-31,紧盯聪明钱，看“外来的和尚”如何念经？,Wind
1685,2018-08-29,重庆啤酒（600132）【申万食品饮料-吕昌、张喆】收入增速亮眼，业绩符合预期,申万食品饮料研究
1686,2018-08-29,重庆啤酒上半年净利增29.74%,北京商报
1687,2018-08-28,[强烈推荐评级]重庆啤酒(600132)半年报点评：产品机构升级推动利润持续改善,中财网
1688,2018-08-28,8月以来并购重组的通过率有所下降——市场资金面周观察,修炼投资的水晶球
1689,2018-08-28,中证报头版：青睐制造业、偏爱大蓝筹，机构二季度布局路径隐现,中证报
1690,2018-08-28,"食品饮料行业2018年第33期:中秋旺季茅台加大放量措施,稳定市场价格",国联证券
1691,2018-08-27,【实时|国信食饮】重庆啤酒2018年中报点评：业绩符合预期，产品升级区域深耕,瑶食梦饮
1692,2018-08-27,[看好评级]食品饮料行业周报：中秋旺季开启 持续关注猪瘟疫情,中财网
1693,2018-08-27,业绩成长吸引投资者 社保基金与QFII同持56股,证券日报
1694,2018-08-27,业绩成长吸引机构投资者目光 社保基金与QFII同持56股,证券日报
1695,2018-08-26,【中泰食品饮料】重庆啤酒：产品升级+区域扩张推升公司业绩持续改善,中泰食品饮料
1696,2018-08-26,[优于大市评级]食品行业周报：多家啤酒公司业绩加速改善,中财网
1697,2018-08-24,[增持评级]重庆啤酒(600132)中报点评：高端化策略效果显著 Q2扣非净利润环比加速,中财网
1698,2018-08-24,上半年净利润增长了 29.74% 重庆啤酒产品高端化策略效果显著,证券日报
1699,2018-08-24,[买入评级]重庆啤酒(600132)中报点评：旺季收入高增长 高端化持续进行,中财网
1700,2018-08-24,[推荐评级]重庆啤酒(600132)中报点评：运营效率继续提升 扩张能力同步提升,中财网
1701,2018-08-24,重庆啤酒净资产“蒸发”1.7亿 加快处置亏损公司,佳酿网
1702,2018-08-23,重庆啤酒上半年净利润2.1亿元 同比增长近三成,证券时报
1703,2018-08-23,重庆啤酒：2018年半年度主要财务指标,上交所
1704,2018-08-23,产品高端化策略效果显现 重庆啤酒上半年净利同比增长29.74%,中证网
1705,2018-08-23,[中报]重庆啤酒上半年净利2.1亿元 同比增29.74%,全景网
1706,2018-08-23,重庆啤酒：上半年净利2.1亿元 同比增30%,e公司
1707,2018-08-23,重庆啤酒：上半年净利润同比增29.74%,Wind
1708,2018-08-21,"食品饮料行业周报:基本面无异常,板块回调配置价值凸显",山西证券
1709,2018-08-20,[强于大市评级]食品饮料行业周报：基本面高景气 估值优势凸显,中财网
1710,2018-08-20,[推荐评级]食品饮料行业周报：聚焦确定性最优品种,中财网
1711,2018-08-20,[增持评级]食品饮料行业周报：中报业绩整体良好 静待中秋旺季行情,中财网
1712,2018-08-20,[看好评级]食品饮料行业周报：板块调整过后估值更具吸引力,中财网
1713,2018-08-20,[买入评级]食品饮料行业投资策略：白酒企业二季度淡季仍保持较快增长 继续看好白酒和食品龙头,中财网
1714,2018-08-20,[优于大市评级]食品行业周报：量缩价升 华润啤酒中报盈收双增,中财网
1715,2018-08-19,日常消费品：继续看好白酒和食品龙头 荐16股,广发证券
1716,2018-08-14,[看好评级]食品饮料行业周报：市场弱复苏 底部待确认 食品饮料不悲观,中财网
1717,2018-08-14,[看好评级]食品饮料行业周报：短期消费带来波动 行业基本面无异常,中财网
1718,2018-08-13,日常消费品：关注龙头业绩表现 荐8股,开源证券
1719,2018-08-13,[推荐评级]食品饮料行业周报：七月线上增速有所回落 线下茅台终端需求最旺,中财网
1720,2018-08-09,券商首次关注6股并给予买入评级（8月9日）,Wind
1721,2018-08-08,[买入评级]重庆啤酒(600132)首次覆盖报告：轻装上阵,中财网
1722,2018-08-07,"饮料制造行业:啤酒换挡加速,提价+高端化助力新周期开启",证券之星
1723,2018-08-07,"食品饮料行业周报:行业基本面良好,板块回调配置良机凸显",山西证券
1724,2018-07-31,[中性评级]食品饮料行业周报：名酒中报表现靓眼 大众食品各有所长,中财网
1725,2018-07-31,[买入评级]食品饮料行业周报：关注中报行情 坚守龙头,中财网
1726,2018-07-31,"食品饮料行业周报:板块维持调整走势,行业保持稳健基本面",开源证券
1727,2018-07-30,[推荐评级]食品饮料行业周报：布局估值切换 首推白酒调味品,中财网
1728,2018-07-30,[强于大市评级]食品饮料行业周报：消费升级+餐饮回暖 看好调味品行业发展,中财网
1729,2018-07-30,[推荐评级]食品饮料行业周报：中报行情聚焦绩优公司,中财网
1730,2018-07-25,[看好评级]食品饮料行业周报：中报业绩捷报频传 关注超预期个股,中财网
1731,2018-07-24,[推荐评级]食品饮料行业深度研究报告：板块重仓比例提升 聚焦稳定性龙头,中财网
1732,2018-07-23,[增持评级]中泰食品饮料周报：洋河&乳业数据跟踪,中财网
1733,2018-07-23,[优于大市评级]食品行业周报：贵州茅台、五粮液加速改革值得关注,中财网
1734,2018-07-23,[推荐评级]食品饮料行业周报：茅台数据超预期 五粮液改革再加速,中财网
1735,2018-07-23,重庆啤酒：7月20日融资余额为1.44亿元，较前一日骤降5.21%,Wind资讯
1736,2018-07-23,"食品饮料行业:中报季拉开序幕,关注业绩超预期标的",开源证券
1737,2018-07-22,【华创食饮董广阳龚源月团队】华创食饮周观点：茅台数据超预期，五粮液改革再加速,--
1738,2018-07-20,重庆啤酒“轻资产运营”:10元甩卖柳州公司 后者已资不抵债,中国网
1739,2018-07-20,业绩低迷 重庆啤酒贱卖旗下子公司,中国经济网
1740,2018-07-20,标的公司资不抵债且停止经营 重庆啤酒拟10元甩卖旗下公司100%股权,每日经济新闻
1741,2018-07-11,[超配评级]食品饮料行业月度策略观点：H1阿里数据总结：淡季不淡 龙头强势依旧,中财网
1742,2018-07-10,"食品饮料行业周报:市场带动板块补跌,调整带来配置良机",山西证券
1743,2018-07-09,政策直通车：外国投资者参与A股交易范围将进一步放开,巨丰财经
1744,2018-07-09,啤酒行业未来10年有望形成双寡头格局,佳酿网
1745,2018-07-08,【中泰食品饮料】周观点28：估值回落凸显性价比，重视中报行情,微信
1746,2018-07-05,[超配评级]食品饮料行业2018年下半年投资策略：穿越周期优中选优 享受稳定增长的长牛溢价,中财网
1747,2018-07-04,[买入评级]广发食品饮料&广发海外：啤酒行业未来10年有望形成双寡头格局 CR2 有望达60%+,中财网
1748,2018-07-03,[看好评级]食品饮料行业周报：白酒行业景气度持续 建议关注中报超预期个股,中财网
1749,2018-06-26,朱武祥：企业估值的逻辑与小米估值思考,新华网
1750,2018-06-26,[买入评级]食品饮料行业投资策略：第三轮白酒牛市继续 食品龙头受益消费升级,中财网
1751,2018-06-25,重庆啤酒领涨啤酒板块,证券之星
1752,2018-06-25,"食品饮料行业周报:避险情绪主导市场,防御属性受到青睐",开源证券
1753,2018-06-21,重庆啤酒年报推10派8元 股权登记6月27日,金融界
1754,2018-06-19,十年市值犹如坐过山车 整顿后的重庆啤酒何时迎春？,投资者报
1755,2018-06-16,世界杯激战正酣 基金“喝酒”行情将持续多久？,国际金融报
1756,2018-06-14,2018年世界杯今日开赛 六概念股迎掘金良机,证券时报
1757,2018-06-14,48家券商密集调研11只世界杯概念股,证券日报
1758,2018-06-13,百家快消与零售企业角逐影响力TOP榜:谁将登顶榜首？,新浪
1759,2018-06-12,"食品饮料行业:市场避险情绪升温,板块防御属性凸显",开源证券
1760,2018-06-11,重庆啤酒今日大宗交易成交66.72万股，成交价31.6元折价-8.4%,Wind资讯
1761,2018-06-11,世界杯揭幕战倒计时 三股频遭机构调研(名单),证券日报
1762,2018-06-07,[强于大市评级]啤酒行业深度研究：供给侧改革背景下的高端化之路,中财网
1763,2018-06-04,[增持评级]中泰食品饮料行业周报：收益显著 再推伊利,中财网
1764,2018-06-01,【异动股】啤酒股跌幅居前 重庆啤酒(600132-CN)跌近6%,财华社
1765,2018-05-31,【异动股】啤酒股拉升走强 重庆啤酒(600132-CN)涨近6%,财华社
1766,2018-05-31,酒类股稳步上行，重庆啤酒大涨6%,Wind
1767,2018-05-30,【浙商食饮】啤酒行业向上契机已现，推荐青岛啤酒和重庆啤酒,浙商证券研究所
1768,2018-05-29,产业观察|啤酒业绩复苏背后一众公司靠补贴生活 3-5年格局或生变,和讯
1769,2018-05-29,"啤酒行业研究:竞争趋缓,啤酒行业进入盈利提速期",国金证券
1770,2018-05-28,28日潜力排行榜居前板块(附股),证券之星
1771,2018-05-28,啤酒概念股重庆啤酒：一季度量价双升,南方财富网
1772,2018-05-28,[增持评级]中泰食品饮料行业周报：区域酒升级周期兴起 啤酒牛市持续演绎,中财网
1773,2018-05-28,【食品饮料】范劲松：啤酒行业深度：终极一战之份额之争-20180527,中泰证券研究所
1774,2018-05-28,食品饮料行业:国务院决定采取措施加快推进奶业振兴,开源证券
1775,2018-05-25,涨价主题轮番登场 非处方药涨价引关注,中证网
1776,2018-05-25,涨价概念行情将深化 重点关注掌握涨价权的公司,深圳商报
1777,2018-05-24,49股获券商买入评级，三钢闽光目标涨幅达72.49%,Wind
1778,2018-05-23,[推荐评级]食品饮料行业周报：江苏地区草根调研区域白酒快速增长 洋河高端化趋势明显,中财网
1779,2018-05-22,[推荐评级]食品饮料行业2018年中期投资策略：酒中有趣世不识 食里滋味邀君尝,中财网
1780,2018-05-22,[推荐评级]食品饮料行业周报：继续买入白酒超长周期 重视优质大众细分龙头,中财网
1781,2018-05-22,[看好评级]食品饮料行业深度报告：啤酒高集中度下的拐点 结构升级拉动行业盈利能力,中财网
1782,2018-05-22,"食品饮料行业数据周报:俄罗斯世界杯在即,建议关注啤酒板块",山西证券
1783,2018-05-21,[看好评级]食品饮料行业周报：中美贸易摩擦达成共识 成本传导压力消除,中财网
1784,2018-05-21,【招商食品|啤酒观点】看行业拐点至，待沧海大潮升：如何看待当下的啤酒板块,招商食品饮料
1785,2018-05-21,世界杯对啤酒产量影响几何？,长江食品饮料研究
1786,2018-05-19,2018年世界杯足球赛举办在即，一季度QFII潜伏5只概念股,Wind
1787,2018-05-19,世界杯足球赛举办在即 六股获QFII一致看好,证券日报
1788,2018-05-19,2018年世界杯足球赛举办在即 QFII潜伏5只受益龙头股,证券日报
1789,2018-05-17,世界杯来了！这次啤酒股行情会如何演绎？,第一财经日报
1790,2018-05-17,[看好评级]食品饮料行业动态跟踪：啤酒底部回转供需逐渐改善 成本上行行业存在持续提价预期,中财网
1791,2018-05-17,巨丰早评：大盘走势反复拉锯,巨丰财经
1792,2018-05-16,啤酒股全面爆发，燕京啤酒强势封板,Wind
1793,2018-05-16,消费板块持续活跃,Wind
1794,2018-05-15,板块异动：世界杯即将到来 珠江啤酒顺势大涨,中金网
1795,2018-05-15,"食品饮料行业:市场风格转换,食饮再受追捧",开源证券
1796,2018-05-14,[推荐评级]食品饮料行业周报：短期优先加速二线品牌 继续强推大众品小龙头,中财网
1797,2018-05-14,[增持评级]食品行业周报：关注价值主线,中财网
1798,2018-05-14,[增持评级]中泰食品饮料行业周报：区域酒超额收益凸显 啤酒旺季行情加速到来,中财网
1799,2018-05-11,啤酒板块拉升 重庆啤酒领涨,证券之星
1800,2018-05-10,重庆啤酒一季度业绩分析：实现营收8.13亿 同比增10.37%,中金在线
1801,2018-05-10,[看好评级]食品饮料行业周报：大众品看三四线及县乡地区 白酒关注次高端及区域龙头,中财网
1802,2018-05-09,[强于大市评级]食品饮料行业周报：西凤酒开展提价 显示行业强大信心,中财网
1803,2018-05-09,[看好评级]食品饮料行业周报：底部区域 提前布局,中财网
1804,2018-05-09,[增持评级]食品行业周报：财报后关注高端白酒、啤酒、乳制品行业,中财网
1805,2018-05-09,[增持评级]中泰食品饮料行业周报：稳持高端收获全年 加配改善弹性标的,中财网
1806,2018-05-08,没有国足别伤心，A股世界杯板块率先启动！概念股分这“六大流派”,证券时报网
1807,2018-05-08,[推荐评级]食品饮料行业周报：二线短期更优 中期仍看龙头,中财网
1808,2018-05-08,[领先大市-A评级]食品饮料行业一季报总结之啤酒：行业提价渐显 Q1费用平稳 全年利润率提升可期,中财网
1809,2018-05-08,[看好评级]食品饮料行业周报：白酒业绩继续高增 建议关注估值合理白酒龙头,中财网
1810,2018-05-08,三因素助啤酒消费转旺机构称4只潜力股布局契机已现,顶尖财经网
1811,2018-05-08,巨丰早盘：创业板冲关概率大增,巨丰财经
1812,2018-05-07,数据王：场内资金偏好依旧一类股吸金超46亿元,巨丰财经
1813,2018-05-07,[增持评级]中泰食品饮料行业周报：白酒、啤酒开盖有奖 食品异彩纷呈,中财网
1814,2018-05-07,重庆啤酒董事长柯俊财：嘉士伯会认真处理同业竞争承诺,经济观察网
1815,2018-05-07,[强于大市评级]食品饮料行业周报：短期扰动不改行业趋势 白酒乳制品行业景气度高,中财网
1816,2018-05-07,[推荐评级]食品饮料行业17年报暨18一季报总结：景气依旧 布局中期,中财网
1817,2018-05-07,[买入评级]重庆啤酒(600132)季报点评：销量增长良好 盈利能力持续提升,中财网
1818,2018-05-07,[买入评级]重庆啤酒(600132)一季报点评：收入均价提升明显 战略得当效率优化,中财网
1819,2018-05-07,【招商食品周观点】大众白酒上涨的逻辑及启示,招商食品饮料
1820,2018-05-07,【安信食品】食品饮料一季报总结之啤酒：行业提价渐显，Q1费用平稳，全年利润率提升可期,微信
1821,2018-05-07,"重庆啤酒:一季度量价双升,重庆、四川业绩齐增长",安信证券
1822,2018-05-04,重庆啤酒销量逆势飘红 股东会吸引众多投资者,股城网
1823,2018-05-04,巨丰收评：防御性板块启动,巨丰财经
1824,2018-05-03,"重庆啤酒:收入表现亮眼,盈利能力仍待修复",申万宏源
1825,2018-05-02,研报精选：世界杯到来之际 它业绩亮眼已现上升趋势！,中金网
1826,2018-05-02,重庆啤酒股票行情：趋势继续向好，利润率有望再上一台阶,中泰证券
1827,2018-05-02,[推荐评级]重庆啤酒(600132)一季报点评：销量稳定增长 产品结构持续优化,中财网
1828,2018-05-02,[推荐评级]重庆啤酒(600132)季报点评：1Q18营收略超预期 品牌组合优势显现,中财网
1829,2018-04-27,重庆啤酒：一季度净利润同比增56.95%,Wind
1830,2018-04-24,[看好评级]食品饮料行业周报：板块Q1持仓下降明显 北上资金继续买入 提高板块配置,中财网
1831,2018-04-23,[增持评级]中泰食品饮料行业周报：板块业绩加速 啤酒提价坚决,中财网
1832,2018-04-23,[增持评级]食品行业周报：五粮液定增完成提振高端白酒板块投资信心,中财网
1833,2018-04-23,重庆啤酒净利增逾八成营收下滑,中国经济网
1834,2018-04-19,重庆啤酒收入持续下滑 发力中高端市场现多重隐忧,和讯
1835,2018-04-18,[看好评级]食品饮料行业周报：板块季报靓丽加大配置 北上资金持续净买入,中财网
1836,2018-04-17,今日资金抢入六只强势股一览（2018年4月17日）,中财网
1837,2018-04-17,[买入评级]重庆啤酒(600132)点评：产品升级持续 业绩稳增存利好,中财网
1838,2018-04-17,重庆啤酒2017年盈利大增逾八成,酒业新闻网
1839,2018-04-17,"食品饮料行业2018年第14期:一季报延续高成长性,基本面稳健是长期机会",国联证券
1840,2018-04-17,"重庆啤酒:业绩符合预期,产品结构升级持续推进",申万宏源
1841,2018-04-16,"重庆啤酒:高端化领先,市场拓展有望获得突破",中证网
1842,2018-04-16,重庆啤酒2017年销量降6% 押注中高端显效净利增8成,每日经济新闻
1843,2018-04-16,[买入评级]重庆啤酒(600132)年报点评：结构升级明显 盈利改善延续,中财网
